date,lift_reason,det_facility,city,state,detainer_type
2012-08-16 00:00:00,United States Citizen Interviewed,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,
2012-08-16 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2012-08-20 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2012-08-22 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2012-08-22 00:00:00,United States Citizen Interviewed,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2012-08-22 00:00:00,United States Citizen Interviewed,DEKALB CO JAIL,DECATUR,GEORGIA,
2012-08-22 00:00:00,United States Citizen Interviewed,BARROW COUNTY JAIL,WINDER,GEORGIA,
2012-08-24 00:00:00,United States Citizen Interviewed,DEUEL VOCATIONAL INSTITUT,TRACY,CALIFORNIA,
2012-09-02 00:00:00,United States Citizen Interviewed,BROOKLYN CENTRAL BOOKING,BROOKLYN,NEW YORK,
2012-09-10 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2012-09-17 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2012-09-17 00:00:00,United States Citizen Interviewed,WASCO STATE PRISON,WASCO,CALIFORNIA,
2012-09-18 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,
2012-09-19 00:00:00,United States Citizen Interviewed,CALIPATRIA STATE PRISON,CALIPATRIA,CALIFORNIA,
2012-09-26 00:00:00,United States Citizen Interviewed,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,
2012-09-28 00:00:00,United States Citizen Interviewed,SCC/JAMESTOWN,JAMESTOWN,CALIFORNIA,
2012-10-01 00:00:00,United States Citizen Interviewed,MULTNOMAH COUNTY JAIL,PORTLAND,OREGON,
2012-10-02 00:00:00,United States Citizen Interviewed,RICHARDSON POLICE DEPT.,RICHARDSON,TEXAS,
2012-10-04 00:00:00,United States Citizen Interviewed,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,
2012-10-04 00:00:00,United States Citizen Interviewed,FL DEPT OF CORRECTIONS,TALLAHASSEE,FLORIDA,
2012-10-04 00:00:00,United States Citizen Interviewed,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,
2012-10-04 00:00:00,United States Citizen Interviewed,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,
2012-10-05 00:00:00,United States Citizen Interviewed,POMONA CITY JAIL,POMONA,CALIFORNIA,
2012-10-07 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2012-10-09 00:00:00,United States Citizen Interviewed,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2012-10-17 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2012-10-24 00:00:00,United States Citizen Interviewed,ANCHORAGE JAIL,ANCHORAGE,ALASKA,
2012-11-01 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2012-11-08 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,
2012-11-08 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2012-11-08 00:00:00,United States Citizen Interviewed,RAY BROOK FED.CORR.INST.,RAY BROOK,NEW YORK,
2012-11-09 00:00:00,United States Citizen Interviewed,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,
2012-11-13 00:00:00,United States Citizen Interviewed,DEUEL VOCATIONAL INSTITUT,TRACY,CALIFORNIA,
2012-11-14 00:00:00,United States Citizen Interviewed,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,
2012-11-28 00:00:00,United States Citizen Interviewed,BEXAR COUNTY JAIL,SAN ANTONIO,TEXAS,
2012-11-29 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2012-11-30 00:00:00,United States Citizen Interviewed,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2012-11-30 00:00:00,United States Citizen Interviewed,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2012-12-17 00:00:00,United States Citizen Interviewed,LEXINGTON A&R,LEXINGTON,OKLAHOMA,
2012-12-26 00:00:00,United States Citizen Interviewed,MONROE COUNTY JAIL,KEY WEST,FLORIDA,
2012-12-28 00:00:00,United States Citizen Interviewed,"IDAHO STATE PRISON, BOISE",BOISE,IDAHO,
2012-12-29 00:00:00,United States Citizen Interviewed,CALCASIEU PARISH PRISON,LAKE CHARLES,LOUISIANA,
2013-01-04 00:00:00,United States Citizen Interviewed,CCF-DELANO,DELANO,CALIFORNIA,
2013-01-04 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2013-01-15 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2013-02-06 00:00:00,United States Citizen Interviewed,MULE CREEK STATE PRISON,IONE,CALIFORNIA,
2013-02-12 00:00:00,United States Citizen Interviewed,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GEORGIA,
2013-02-14 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2013-02-21 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2013-02-23 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2013-02-26 00:00:00,United States Citizen Interviewed,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2013-02-26 00:00:00,United States Citizen Interviewed,BREVARD COUNTY JAIL COMPLEX,COCOA,FLORIDA,
2013-03-12 00:00:00,United States Citizen Interviewed,MULTNOMAH COUNTY JAIL,PORTLAND,OREGON,
2013-03-21 00:00:00,United States Citizen Interviewed,US MARSHALS SERVICE,LAS VEGAS,NEVADA,
2013-04-10 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2013-04-12 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2013-04-12 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2013-04-16 00:00:00,United States Citizen Interviewed,ADAMS COUNTY DET CENTER,NATCHEZ,MISSISSIPPI,
2013-04-17 00:00:00,United States Citizen Interviewed,DEKALB CO JAIL,DECATUR,GEORGIA,
2013-04-24 00:00:00,United States Citizen Interviewed,US MARSHAL - TUCSON,TUCSON,ARIZONA,
2013-04-26 00:00:00,United States Citizen Interviewed,US MARSHAL - PHOENIX,PHOENIX,ARIZONA,
2013-05-02 00:00:00,United States Citizen Interviewed,"US MARSHALS,MID DIST TN",NASHVILLE,TENNESSEE,
2013-05-03 00:00:00,United States Citizen Interviewed,METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NEW MEXICO,
2013-05-07 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2013-05-08 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2013-06-03 00:00:00,United States Citizen Interviewed,MANCHESTER FED CORR INSTR,MANCHESTER,KENTUCKY,
2013-06-05 00:00:00,United States Citizen Interviewed,SHELBY CO. SHERIFF OFFICE,MEMPHIS,TENNESSEE,
2013-06-07 00:00:00,United States Citizen Interviewed,"US MARSHALS,WEST.DIST.,TX",SAN ANTONIO,TEXAS,
2013-06-11 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2013-06-12 00:00:00,United States Citizen Interviewed,TOM GREEN CTY JAIL,SAN ANGELO,TEXAS,
2013-06-13 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2013-06-30 00:00:00,United States Citizen Interviewed,TOOMBS COUNTY SHERIFF,LYONS,GEORGIA,
2013-07-09 00:00:00,United States Citizen Interviewed,FOLSOM STATE PRISON,REPRESA,CALIFORNIA,
2013-07-25 00:00:00,United States Citizen Interviewed,FL DEPT OF CORRECTIONS,TALLAHASSEE,FLORIDA,
2013-07-31 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2013-08-06 00:00:00,United States Citizen Interviewed,BEXAR COUNTY JAIL,SAN ANTONIO,TEXAS,
2013-08-07 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2013-08-07 00:00:00,United States Citizen Interviewed,SAIPAN DEPARTMENT OF CORRECTIONS,SAIPAN,NORTHERN MARIANA ISLANDS,
2013-08-09 00:00:00,United States Citizen Interviewed,"CLEVELAND COUNTY, NORMAN",NORMAN,OKLAHOMA,
2013-08-13 00:00:00,United States Citizen Interviewed,COMAL CTY JAIL,NEW BRAUNFELS,TEXAS,
2013-08-21 00:00:00,United States Citizen Interviewed,DAVIS CO. JAIL,FARMINGTON,UTAH,
2013-09-11 00:00:00,United States Citizen Interviewed,PRINCE WILLIAM,MANASSAS,VIRGINIA,
2013-09-11 00:00:00,United States Citizen Interviewed,WEST VALLEY,RANCHO CUCAMONGA,CALIFORNIA,
2013-09-19 00:00:00,United States Citizen Interviewed,GARZA WEST TRANSFER FACILITY,BEEVILLE,TEXAS,
2013-09-21 00:00:00,United States Citizen Interviewed,CALDWELL COUNTY JAIL,LOCKHART,TEXAS,
2013-09-22 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2013-09-24 00:00:00,United States Citizen Interviewed,MULTNOMAH COUNTY JAIL,PORTLAND,OREGON,
2013-09-25 00:00:00,United States Citizen Interviewed,DALBY CORRECTIONAL INSTITUTE,POST,TEXAS,
2013-09-25 00:00:00,United States Citizen Interviewed,MANHATTAN CENTRAL BOOKING,MANHATTAN,NEW YORK,
2013-09-25 00:00:00,United States Citizen Interviewed,POLK COUNTY JAIL,BARTOW,FLORIDA,
2013-09-26 00:00:00,United States Citizen Interviewed,"MANHATTEN DET COMPLEX, NY",NEW YORK,NEW YORK,
2013-10-02 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2013-10-16 00:00:00,United States Citizen Interviewed,DALLAS COUNTY JAIL,DALLAS,TEXAS,
2013-10-19 00:00:00,United States Citizen Interviewed,DALLAS COUNTY JAIL,DALLAS,TEXAS,
2013-10-22 00:00:00,United States Citizen Interviewed,CALIFORNIA STATE PRISON,CORCORAN,CALIFORNIA,
2013-11-02 00:00:00,United States Citizen Interviewed,DONNA POLICE DEPT.,DONNA,TEXAS,
2013-11-25 00:00:00,United States Citizen Interviewed,NAPA COUNTYY DEPT OF CORR,NAPA,CALIFORNIA,
2013-12-14 00:00:00,United States Citizen Interviewed,SOUTH CENTRAL REGIONAL JAIL,CHARLESTON,WEST VIRGINIA,
2013-12-14 00:00:00,United States Citizen Interviewed,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,
2013-12-20 00:00:00,United States Citizen Interviewed,TIPPECANOE COUNTY JAIL,LAFAYETTE,INDIANA,
2014-01-06 00:00:00,United States Citizen Interviewed,FOLSOM STATE PRISON,REPRESA,CALIFORNIA,
2014-01-21 00:00:00,United States Citizen Interviewed,LOMPOC FCI,LOMPOC,CALIFORNIA,
2014-01-22 00:00:00,United States Citizen Interviewed,LOMPOC FCI,LOMPOC,CALIFORNIA,
2014-01-24 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2014-01-24 00:00:00,United States Citizen Interviewed,VISTA DETENTION FACILITY,VISTA,CALIFORNIA,
2014-01-26 00:00:00,United States Citizen Interviewed,PIMA COUNTY JAIL,TUCSON,ARIZONA,
2014-01-27 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2014-01-29 00:00:00,United States Citizen Interviewed,BRAZOS COUNTY JAIL,BRYAN,TEXAS,
2014-01-31 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2014-02-06 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2014-02-08 00:00:00,United States Citizen Interviewed,GIDDINGS POLICE DEPT.,GIDDINGS,TEXAS,
2014-02-19 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2014-02-28 00:00:00,United States Citizen Interviewed,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GEORGIA,
2014-02-28 00:00:00,United States Citizen Interviewed,ST . LOUIS CITY JUSTICE CENTER,ST. LOUIS,MISSOURI,
2014-03-03 00:00:00,United States Citizen Interviewed,LOS ANGELES CITY JAIL,LOS ANGELES,CALIFORNIA,
2014-03-12 00:00:00,United States Citizen Interviewed,HUDSON COUNTY JAIL,KEARNEY,NEW JERSEY,
2014-03-20 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2014-03-22 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2014-03-23 00:00:00,United States Citizen Interviewed,SAN BERNARDINO CO. JAIL,SAN BERNARDINO,CALIFORNIA,
2014-03-23 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2014-03-24 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2014-03-25 00:00:00,United States Citizen Interviewed,YUMA COUNTY JAIL - ADULTS,YUMA,ARIZONA,
2014-03-25 00:00:00,United States Citizen Interviewed,MERCER COUNTY JAIL,TRENTON,NEW JERSEY,
2014-03-26 00:00:00,United States Citizen Interviewed,SAN ANTONIO (CITY OF) MAGISTRATE,SAN ANTONIO,TEXAS,
2014-03-31 00:00:00,United States Citizen Interviewed,LOS ANGELES CITY JAIL,LOS ANGELES,CALIFORNIA,
2014-04-01 00:00:00,United States Citizen Interviewed,WASCO STATE PRISON,WASCO,CALIFORNIA,
2014-04-03 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2014-04-10 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2014-04-10 00:00:00,United States Citizen Interviewed,POLK COUNTY JAIL,DES MOINES,IOWA,
2014-04-22 00:00:00,United States Citizen Interviewed,STATEVILLE CORRECTIONS,JOLIET,ILLINOIS,
2014-05-03 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2014-05-26 00:00:00,United States Citizen Interviewed,HILLSBOROUGH COUNTY JAIL,TAMPA,FLORIDA,
2014-05-28 00:00:00,United States Citizen Interviewed,DEKALB COUNTY JAIL,DECATUR,GEORGIA,
2014-06-01 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2014-06-02 00:00:00,United States Citizen Interviewed,RANDALL COUNTY JAIL,AMARILLO,TEXAS,
2014-06-13 00:00:00,United States Citizen Interviewed,SOUTH BAY DETENT FACILITY,CHULA VISTA,CALIFORNIA,
2014-06-13 00:00:00,United States Citizen Interviewed,IMPERIAL COUNTY JAIL,EL CENTRO,CALIFORNIA,
2014-07-14 00:00:00,United States Citizen Interviewed,PALM BEACH COUNTY JAIL,WEST PALM BEACH,FLORIDA,
2014-07-20 00:00:00,United States Citizen Interviewed,HILLSBOROUGH COUNTY JAIL,TAMPA,FLORIDA,
2014-07-22 00:00:00,United States Citizen Interviewed,COLEMAN FCI,COLEMAN,FLORIDA,
2014-07-28 00:00:00,United States Citizen Interviewed,DC DEPT OF CORRECTIONS,WASHINGTON,DISTRICT OF COLUMBIA,
2014-07-28 00:00:00,United States Citizen Interviewed,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2014-07-31 00:00:00,United States Citizen Interviewed,GREENVILLE COUNTY DET CENTER,GREENVILLE,SOUTH CAROLINA,
2014-08-06 00:00:00,United States Citizen Interviewed,BUTNER FED.CORR.INST.,BUTNER,NORTH CAROLINA,
2014-08-06 00:00:00,United States Citizen Interviewed,YAZOO CITY FCI,YAZOO CITY,MISSISSIPPI,
2014-08-15 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2014-08-19 00:00:00,United States Citizen Interviewed,ST. LUCIE COUNTY JAIL,FORT PIERCE,FLORIDA,
2014-08-23 00:00:00,United States Citizen Interviewed,CHATHAM CO JAIL,SAVANNAH,GEORGIA,
2014-09-02 00:00:00,United States Citizen Interviewed,MONTEREY CO. JAIL,SALINAS,CALIFORNIA,
2014-09-09 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2014-09-09 00:00:00,United States Citizen Interviewed,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,
2014-09-10 00:00:00,United States Citizen Interviewed,VIRGINIA BEACH,VIRGINIA BEACH,VIRGINIA,
2014-09-15 00:00:00,United States Citizen Interviewed,DADE COUNTY CORRECTIONAL,MIAMI,FLORIDA,
2014-09-17 00:00:00,United States Citizen Interviewed,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2014-09-18 00:00:00,United States Citizen Interviewed,TRAVIS CTY JAIL,AUSTIN,TEXAS,
2014-09-18 00:00:00,United States Citizen Interviewed,LOS CUST CASE,LOS ANGELES,CALIFORNIA,
2014-09-22 00:00:00,United States Citizen Interviewed,FLORIDA DEPT OF CORR. COR,TALLAHASSEE,FLORIDA,
2014-09-22 00:00:00,United States Citizen Interviewed,DENVER JUSTICE CENTER,DENVER,COLORADO,
2014-09-22 00:00:00,United States Citizen Interviewed,LEXINGTON A&R,LEXINGTON,OKLAHOMA,
2015-01-30 00:00:00,United States Citizen Interviewed,BEXAR COUNTY JAIL,SAN ANTONIO,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-01 00:00:00,United States Citizen Interviewed,"BLUE EARTH CO. JAIL, MN",MANKATO,MINNESOTA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-07-08 00:00:00,United States Citizen Interviewed,"BEAUMONT FCC, LOW",BEAUMONT,TEXAS,I247D - Immigration Detainer - Request for Action
2015-07-08 00:00:00,United States Citizen Interviewed,"BEAUMONT FCC, LOW",BEAUMONT,TEXAS,I247D - Immigration Detainer - Request for Action
2015-05-14 00:00:00,United States Citizen Interviewed,JESUP FED.CORR.INST.,JESUP,GEORGIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-10-06 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-02-10 00:00:00,United States Citizen Interviewed,TAFT FED.CORR.INST.,TAFT,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-11-19 00:00:00,United States Citizen Interviewed,WASECA FED.CORR.INST.,WASECA,MINNESOTA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-26 00:00:00,United States Citizen Interviewed,MULE CREEK STATE PRISON,IONE,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-10-20 00:00:00,United States Citizen Interviewed,CHARLESTON COUNTY CORRECT,NORTH CHARLESTO,SOUTH CAROLINA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-11-19 00:00:00,United States Citizen Interviewed,COLQUITT COUNTY JAIL,MOULTRIE,GEORGIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-11-18 00:00:00,United States Citizen Interviewed,DALLAS COUNTY JAIL,DALLAS,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-10-06 00:00:00,United States Citizen Interviewed,DALLAS COUNTY JAIL,DALLAS,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-10-12 00:00:00,United States Citizen Interviewed,DALLAS COUNTY JAIL,DALLAS,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-05 00:00:00,United States Citizen Interviewed,DC DEPT OF CORRECTIONS,WASHINGTON,DISTRICT OF COLUMBIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-11 00:00:00,United States Citizen Interviewed,DENTON COUNTY JAIL,DENTON,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-02-10 00:00:00,United States Citizen Interviewed,ERATH COUNTY JAIL,STEPHENVILLE,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-03-04 00:00:00,United States Citizen Interviewed,FAIRFAX CO. ADULT DETENTION CENTER,FAIRFAX,VIRGINIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-03-05 00:00:00,United States Citizen Interviewed,D. RAY JAMES PRISON,FOLKSTON,GEORGIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-06-16 00:00:00,United States Citizen Interviewed,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GEORGIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-12-07 00:00:00,United States Citizen Interviewed,HENNEPIN COUNTY ADC,MINNEAPOLIS,MINNESOTA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-03-04 00:00:00,United States Citizen Interviewed,HILLSBOROUGH COUNTY JAIL,TAMPA,FLORIDA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-01-05 00:00:00,United States Citizen Interviewed,HILLSBOROUGH COUNTY JAIL,TAMPA,FLORIDA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-12-17 00:00:00,United States Citizen Interviewed,IOWA MEDICAL CLASSIF CTR,OAKDALE,IOWA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-07-02 00:00:00,United States Citizen Interviewed,LEON COUNTY JAIL,TALLAHASSEE,FLORIDA,I247N - Immigration Advisal - Request for Notification
2015-06-16 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-11-06 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-02-20 00:00:00,United States Citizen Interviewed,LOS ANGELES POLICE PD 77TH DIV.,LOS ANGELES,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-12-07 00:00:00,United States Citizen Interviewed,MAVERICK COUNTY JAIL,EAGLE PASS,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-11-14 00:00:00,United States Citizen Interviewed,MCLENNAN COUNTY JAIL,WACO,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-04-01 00:00:00,United States Citizen Interviewed,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-07-10 00:00:00,United States Citizen Interviewed,MARICOPA CO LOWER BUCKEYE JAIL,PHOENIX,ARIZONA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-17 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-06-19 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-06-16 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-06-17 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-03-25 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-06 00:00:00,United States Citizen Interviewed,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-04-13 00:00:00,United States Citizen Interviewed,POLK COUNTY JAIL,BARTOW,FLORIDA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-29 00:00:00,United States Citizen Interviewed,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-29 00:00:00,United States Citizen Interviewed,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-07-14 00:00:00,United States Citizen Interviewed,ST. BERNARD PARISH JAIL ADULT FACI,CHALMETTE,LOUISIANA,I247N - Immigration Advisal - Request for Notification
2014-12-08 00:00:00,United States Citizen Interviewed,SANTA CLARA CO JAIL/MEN'S,MILPITAS,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-07-15 00:00:00,United States Citizen Interviewed,SAN FRANCISCO CO JAIL,SAN FRANCISCO,CALIFORNIA,I247D - Immigration Detainer - Request for Action
2015-04-25 00:00:00,United States Citizen Interviewed,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-06-25 00:00:00,United States Citizen Interviewed,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-07-07 00:00:00,United States Citizen Interviewed,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,I247D - Immigration Detainer - Request for Action
2014-12-30 00:00:00,United States Citizen Interviewed,GARZA WEST TRANSFER FACILITY,BEEVILLE,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-28 00:00:00,United States Citizen Interviewed,HOLLIDAY TRANSFER UNIT,HUNTSVILLE,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-28 00:00:00,United States Citizen Interviewed,HOLLIDAY TRANSFER UNIT,HUNTSVILLE,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-05-28 00:00:00,United States Citizen Interviewed,HOLLIDAY TRANSFER UNIT,HUNTSVILLE,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-10-15 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2015-06-26 00:00:00,United States Citizen Interviewed,WASHINGTON COUNTY JAIL,STILLWATER,MINNESOTA,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-10-06 00:00:00,United States Citizen Interviewed,WELD COUNTY JAIL,GREELEY,COLORADO,I247 - Immigration Detainer - Notice of Action (as of March 2013)
2014-12-30 00:00:00,United States Citizen Interviewed,"DODGE CORR INSTITUTE, WAU",WAUPUN,WISCONSIN,I247 - Immigration Detainer - Notice of Action (as of March 2013)
