year,det_facility,city,state,count,det_facility,year,count
2014,"US MARSHALS, BOSTON,MA",BOSTON,MASSACHUSETTS,1,"US MARSHALS, BOSTON,MA",2014,20
2014,"US MARSHALS, COLORADO",DENVER,COLORADO,2,"US MARSHALS, COLORADO",2014,72
2014,"US MARSHALS, E.DIST.PA",PHILADELPHIA,PENNSYLVANIA,1,"US MARSHALS, E.DIST.PA",2014,22
2014,"US MARSHALS, M.DIST. AL",MONTGOMERY,ALABAMA,1,"US MARSHALS, M.DIST. AL",2014,12
2014,"US MARSHALS, NE DISTRICT, LINCOLN",LINCOLN,NEBRASKA,1,"US MARSHALS, NE DISTRICT, LINCOLN",2014,14
2014,"US MARSHALS,S.DIST.FL",MIAMI,FLORIDA,1,"US MARSHALS,S.DIST.FL",2014,38
2014,"US MARSHALS-ORLANDO, MID DIST FL",ORLANDO,FLORIDA,1,"US MARSHALS-ORLANDO, MID DIST FL",2014,8
2014,VARICK STREET SPC,NEW YORK,NEW YORK,1,VARICK STREET SPC,2014,4
2014,VENTURA COUNTY JAIL,VENTURA,CALIFORNIA,285,VENTURA COUNTY JAIL,2014,62
2014,VENTURA CUSTODY CASE,CAMARRILLO,CALIFORNIA,4,VENTURA CUSTODY CASE,2014,2
2014,VIRGINIA BEACH,VIRGINIA BEACH,VIRGINIA,2,VIRGINIA BEACH,2014,9
2014,VISTA DETENTION FACILITY,VISTA,CALIFORNIA,430,VISTA DETENTION FACILITY,2014,328
2014,WAKE COUNTY SHERIFF DEPT.,RALEIGH,NORTH CAROLINA,1,WAKE COUNTY SHERIFF DEPT.,2014,497
2014,WALLA WALLA COUNTY,WALLA WALLA,WASHINGTON,1,WALLA WALLA COUNTY,2014,5
2014,WAPELLO COUNTY JAIL,OTTUMWA,IOWA,1,WAPELLO COUNTY JAIL,2014,5
2014,WARREN COUNTY JAIL,BELVIDERE,NEW JERSEY,5,WARREN COUNTY JAIL,2014,34
2014,WARREN COUNTY JAIL,MCMINNVILLE,TENNESSEE,1,WARREN COUNTY JAIL,2014,34
2014,WARREN COUNTY REGIONAL,BOWLING GREEN,KENTUCKY,2,WARREN COUNTY REGIONAL,2014,22
2014,WASCO STATE PRISON,WASCO,CALIFORNIA,1,WASCO STATE PRISON,2014,128
2014,WASHINGTON CO. DETENTION,HAGERSTOWN,MARYLAND,1,WASHINGTON CO. DETENTION,2014,4
2014,WASHINGTON COUNTY JAIL,CHIPLEY,FLORIDA,1,WASHINGTON COUNTY JAIL,2014,191
2014,WASHINGTON COUNTY JAIL,FAYETTEVILLE,ARKANSAS,1,WASHINGTON COUNTY JAIL,2014,191
2014,WASHINGTON COUNTY JAIL,HILLSBORO,OREGON,72,WASHINGTON COUNTY JAIL,2014,191
2014,WASHINGTON COUNTY JAIL,STILLWATER,MINNESOTA,3,WASHINGTON COUNTY JAIL,2014,191
2014,WASHOE COUNTY JAIL,RENO,NEVADA,1,WASHOE COUNTY JAIL,2014,88
2014,WELD COUNTY JAIL,GREELEY,COLORADO,42,WELD COUNTY JAIL,2014,39
2014,WEST COVINA POLICE DEPT.,WEST COVINA,CALIFORNIA,1,WEST COVINA POLICE DEPT.,2014,4
2014,WEST VALLEY,RANCHO CUCAMONGA,CALIFORNIA,6,WEST VALLEY,2014,55
2014,"WESTCHESTER CO.JAIL,VALHA",VALHALLA,NEW YORK,6,"WESTCHESTER CO.JAIL,VALHA",2014,147
2014,WHATCOM COUNTY JAIL,BELLINGHAM,WASHINGTON,3,WHATCOM COUNTY JAIL,2014,9
2014,WHITTIER POLICE DEPT.,WHITTIER,CALIFORNIA,2,WHITTIER POLICE DEPT.,2014,5
2014,WILLIAMSON COUNTY JAIL,GEORGETOWN,TEXAS,1,WILLIAMSON COUNTY JAIL,2014,130
2014,WOODBURY COUNTY JAIL,SIOUX CITY,IOWA,1,WOODBURY COUNTY JAIL,2014,8
2014,WOODFORD COUNTY SHERIFF/JAIL,VERSAILLES,KENTUCKY,1,WOODFORD COUNTY SHERIFF/JAIL,2014,10
2014,WRSTR CNTY W BOYLSTON,WEST BOYLSTON,MASSACHUSETTS,1,WRSTR CNTY W BOYLSTON,2014,25
2014,WYANDOTTE COUNTY JAIL,KANSAS CITY,KANSAS,3,WYANDOTTE COUNTY JAIL,2014,28
2014,YAKIMA COUNTY,YAKIMA,WASHINGTON,2,YAKIMA COUNTY,2014,112
2014,YAMHILL COUNTY CORRECTION,MCMINNVILLE,OREGON,8,YAMHILL COUNTY CORRECTION,2014,11
2014,YAZOO CITY MEDIUM FCI,YAZOO CITY,MISSISSIPPI,7,YAZOO CITY MEDIUM FCI,2014,120
2014,YOLO COUNTY JAIL,WOODLAND,CALIFORNIA,9,YOLO COUNTY JAIL,2014,14
2014,YUBA COUNTY JAIL,MARYSVILLE,CALIFORNIA,2,YUBA COUNTY JAIL,2014,11
2013,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,1,"ACI, CRANSTON RI",2013,53
2013,ADAMS COUNTY JAIL,BRIGHTON,COLORADO,4,ADAMS COUNTY JAIL,2013,95
2013,ADAMS COUNTY SHERIFF,ADAMS,WISCONSIN,1,ADAMS COUNTY SHERIFF,2013,3
2013,ANNE ARUNDEL CTY DET CNTR,ANNAPOLIS,MARYLAND,1,ANNE ARUNDEL CTY DET CNTR,2013,37
2013,ARAPAHOE COUNTY JAIL,CENTENNIAL,COLORADO,1,ARAPAHOE COUNTY JAIL,2013,76
2013,ARK. D.O.C.-CUMMINS UNIT,GRADY,ARKANSAS,1,ARK. D.O.C.-CUMMINS UNIT,2013,4
2013,ASHE COUNTY JAIL,JEFFERSON,NORTH CAROLINA,1,ASHE COUNTY JAIL,2013,4
2013,ATLANTIC COUNTY JAIL,MAYS LANDING,NEW JERSEY,1,ATLANTIC COUNTY JAIL,2013,60
2013,BALDWIN PARK POLICE DEPT.,BALDWIN PARK,CALIFORNIA,1,BALDWIN PARK POLICE DEPT.,2013,5
2013,BALTIMORE CITY DETENTION CENTER,BALTIMORE,MARYLAND,1,BALTIMORE CITY DETENTION CENTER,2013,10
2013,BALTIMORE COUNTY DET. CENTER,TOWSON,MARYLAND,3,BALTIMORE COUNTY DET. CENTER,2013,69
2013,BAREHILL CORRECTIONAL,MALONE,NEW YORK,1,BAREHILL CORRECTIONAL,2013,21
2013,BENNETTSVILLE F.C.I.,BENNETTSVILLE,SOUTH CAROLINA,1,BENNETTSVILLE F.C.I.,2013,34
2013,BEXAR COUNTY JAIL,SAN ANTONIO,TEXAS,4,BEXAR COUNTY JAIL,2013,218
2013,BIG SANDY USP,INEZ,KENTUCKY,3,BIG SANDY USP,2013,29
2013,BLOUNT COUNTY JUSTICE CTR,MARYVILLE,TENNESSEE,1,BLOUNT COUNTY JUSTICE CTR,2013,4
2013,"BLUE EARTH CO. JAIL, MN",MANKATO,MINNESOTA,1,"BLUE EARTH CO. JAIL, MN",2013,5
2013,BOULDER COUNTY JAIL,BOULDER,COLORADO,7,BOULDER COUNTY JAIL,2013,34
2013,BRONX CENTRAL BOOKING,BRONX,NEW YORK,122,BRONX CENTRAL BOOKING,2013,345
2013,BROOKLYN CENTRAL BOOKING,BROOKLYN,NEW YORK,245,BROOKLYN CENTRAL BOOKING,2013,461
2013,BROOKLYN CORR CENTER,BROOKLYN,CONNECTICUT,1,BROOKLYN CORR CENTER,2013,4
2013,BROWARD COUNTY JAIL,FORT LAUDERDALE,FLORIDA,1,BROWARD COUNTY JAIL,2013,354
2013,BRUNSWICK COUNTY JAIL,BOLIVIA,NORTH CAROLINA,1,BRUNSWICK COUNTY JAIL,2013,51
2013,BUTTE COUNTY JAIL,OROVILLE,CALIFORNIA,1,BUTTE COUNTY JAIL,2013,30
2013,CALHOUN COUNTY SHERIFF,ANNISTON,ALABAMA,1,CALHOUN COUNTY SHERIFF,2013,2
2013,CALVERT COUNTY SHERIFF,PRINCE FREDERICK,MARYLAND,1,CALVERT COUNTY SHERIFF,2013,2
2013,CHAVEZ DET CRT,ROSWELL,NEW MEXICO,1,CHAVEZ DET CRT,2013,4
2013,CI WILLACY,RAYMONDVILLE,TEXAS,1,CI WILLACY,2013,930
2013,CLARK COUNTY DET.CENTER,LAS VEGAS,NEVADA,11,CLARK COUNTY DET.CENTER,2013,368
2013,CLARK COUNTY JAIL,VANCOUVER,WASHINGTON,2,CLARK COUNTY JAIL,2013,156
2013,COBB COUNTY JAIL,MARIETTA,GEORGIA,1,COBB COUNTY JAIL,2013,83
2013,COLLIER COUNTY SHERIFF,NAPLES,FLORIDA,1,COLLIER COUNTY SHERIFF,2013,623
2013,COLLIN COUNTY JAIL,MCKINNEY,TEXAS,2,COLLIN COUNTY JAIL,2013,65
2013,COLO DEPT OF CORRECTIONS,COLORADO SPRINGS,COLORADO,1,COLO DEPT OF CORRECTIONS,2013,106
2013,COLQUITT COUNTY JAIL,MOULTRIE,GEORGIA,1,COLQUITT COUNTY JAIL,2013,15
2013,COLUMBIANA COUNTY JAIL,LISBON,OHIO,1,COLUMBIANA COUNTY JAIL,2013,4
2013,COLUSA COUNTY JAIL,COLUSA,CALIFORNIA,1,COLUSA COUNTY JAIL,2013,68
2013,CONTRA COSTA CO JAIL/WEST,RICHMOND,CALIFORNIA,1,CONTRA COSTA CO JAIL/WEST,2013,36
2013,CONTRA COSTA CO. JAIL,MARTINEZ,CALIFORNIA,5,CONTRA COSTA CO. JAIL,2013,306
2013,COOK COUNTY JAIL,CHICAGO,ILLINOIS,8,COOK COUNTY JAIL,2013,138
2013,COWLITZ COUNTY JAIL,LONGVIEW,WASHINGTON,1,COWLITZ COUNTY JAIL,2013,33
2013,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,5,CURRAN FROMHOLD CORR.FAC.,2013,66
2013,D. RAY JAMES PRISON,FOLKSTON,GEORGIA,3,D. RAY JAMES PRISON,2013,1232
2013,DADE CORRECTIONAL INST,FLORIDA CITY,FLORIDA,1,DADE CORRECTIONAL INST,2013,7
2013,DADE COUNTY CORRECTIONAL,MIAMI,FLORIDA,91,DADE COUNTY CORRECTIONAL,2013,1026
2013,DC DEPT OF CORRECTIONS,WASHINGTON,DISTRICT OF COLUMBIA,4,DC DEPT OF CORRECTIONS,2013,174
2013,DEKALB COUNTY JAIL,DECATUR,GEORGIA,1,DEKALB COUNTY JAIL,2013,57
2013,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,1,DELAWARE CO JAIL,2013,60
2013,DENVER COUNTY JAIL,DENVER,COLORADO,1,DENVER COUNTY JAIL,2013,34
2013,DENVER JUSTICE CENTER,DENVER,COLORADO,19,DENVER JUSTICE CENTER,2013,138
2013,DESOTO COUNTY JAIL,HERNANDO,MISSISSIPPI,2,DESOTO COUNTY JAIL,2013,81
2013,DOUGHERTY COUNTY JAIL,ALBANY,GEORGIA,1,DOUGHERTY COUNTY JAIL,2013,3
2013,EAST BATON ROUGE JAIL,SCOTLANDVILLE,LOUISIANA,1,EAST BATON ROUGE JAIL,2013,26
2013,EL DORADO COUNTY JAIL,PLACERVILLE,CALIFORNIA,2,EL DORADO COUNTY JAIL,2013,94
2013,"ESSEX CO. JAIL, MIDDLETON",MIDDLETON,MASSACHUSETTS,1,"ESSEX CO. JAIL, MIDDLETON",2013,55
2013,FIFE CITY JAIL,FIFE,WASHINGTON,1,FIFE CITY JAIL,2013,26
2013,FINNEY COUNTY JAIL,GARDEN CITY,KANSAS,1,FINNEY COUNTY JAIL,2013,19
2013,FL DEPT OF CORRECTIONS,TALLAHASSEE,FLORIDA,1,FL DEPT OF CORRECTIONS,2013,226
2013,FRANKLIN COUNTY JAIL,COLUMBUS,OHIO,1,FRANKLIN COUNTY JAIL,2013,194
2013,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,44,FRESNO COUNTY JAIL,2013,546
2013,FRESNO COUNTY JAIL/MAIN,FRESNO,CALIFORNIA,5,FRESNO COUNTY JAIL/MAIN,2013,62
2013,FRESNO COUNTY JAIL/NEW,FRESNO,CALIFORNIA,1,FRESNO COUNTY JAIL/NEW,2013,8
2013,FRESNO COUNTY JAIL/SOUTH,FRESNO,CALIFORNIA,2,FRESNO COUNTY JAIL/SOUTH,2013,48
2013,FRIO COUNTY JAIL,PEARSALL,TEXAS,1,FRIO COUNTY JAIL,2013,3
2013,GARFIELD COUNTY JAIL,GLENWOOD SPGS,COLORADO,2,GARFIELD COUNTY JAIL,2013,13
2013,GEORGE BAILEY DETENT FACI,SAN DIEGO,CALIFORNIA,2,GEORGE BAILEY DETENT FACI,2013,8
2013,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,1,GEORGIA DEPT OF CORRECTIO,2013,323
2013,GLADES COUNTY DETENTION CENTER,MOORE HAVEN,FLORIDA,1,GLADES COUNTY DETENTION CENTER,2013,6
2013,GLENDALE POLICE DEPT,GELNDALE,CALIFORNIA,2,GLENDALE POLICE DEPT,2013,33
2013,GLENN COUNTY JAIL,WILLOWS,CALIFORNIA,1,GLENN COUNTY JAIL,2013,46
2013,GREENE COUNTY SHERIFF,GREENSBORO,GEORGIA,1,GREENE COUNTY SHERIFF,2013,3
2013,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GEORGIA,2,GWINNETT COUNTY JAIL,2013,1508
2013,HALL COUNTY JAIL,GAINESVILLE,GEORGIA,1,HALL COUNTY JAIL,2013,336
2013,HALL COUNTY SHERIFF,GRAND ISLAND,NEBRASKA,2,HALL COUNTY SHERIFF,2013,38
2013,HARTFORD CORR CENTER,HARTFORD,CONNECTICUT,2,HARTFORD CORR CENTER,2013,17
2013,HENNEPIN COUNTY ADC,MINNEAPOLIS,MINNESOTA,2,HENNEPIN COUNTY ADC,2013,512
2013,HIDALGO COUNTY JAIL,EDINBURG,TEXAS,1,HIDALGO COUNTY JAIL,2013,324
2013,HUDSON COUNTY JAIL,KEARNEY,NEW JERSEY,2,HUDSON COUNTY JAIL,2013,225
2013,INDEPENDENCE COUNTY JAIL,BATESVILLE,ARKANSAS,1,INDEPENDENCE COUNTY JAIL,2013,4
2013,JEFFERSON COUNTY JAIL,GOLDEN,COLORADO,3,JEFFERSON COUNTY JAIL,2013,177
2013,KANSAS CITY POLICE DEPT.,KANSAS CITY,MISSOURI,1,KANSAS CITY POLICE DEPT.,2013,12
2013,KENNER POLICE DEPT. JAIL,KENNER,LOUISIANA,1,KENNER POLICE DEPT. JAIL,2013,5
2013,KERN COUNTY JAIL (LERDO),BAKERSFIELD,CALIFORNIA,4,KERN COUNTY JAIL (LERDO),2013,929
2013,KING COUNTY ADULT JAIL,SEATTLE,WASHINGTON,30,KING COUNTY ADULT JAIL,2013,186
2013,KINGS COUNTY JAIL,HANFORD,CALIFORNIA,6,KINGS COUNTY JAIL,2013,103
2013,KIRKLWA,KIRKLAND,WASHINGTON,1,KIRKLWA,2013,3
2013,KOSCIUSKO COUNTY JAIL,WARSAW,INDIANA,1,KOSCIUSKO COUNTY JAIL,2013,2
2013,LAFOURCHE PARISH JAIL,THIBODAUX,LOUISIANA,1,LAFOURCHE PARISH JAIL,2013,7
2013,LAS COLINAS WOMEN DET FAC,SANTEE,CALIFORNIA,1,LAS COLINAS WOMEN DET FAC,2013,81
2013,LAS VEGAS CITY JAIL,LAS VEGAS,NEVADA,1,LAS VEGAS CITY JAIL,2013,32
2013,LAWRENCE POLICE DEPT,LAWRENCE,MASSACHUSETTS,1,LAWRENCE POLICE DEPT,2013,7
2013,LEA COUNTY CORR. FAC.,HOBBS,NEW MEXICO,1,LEA COUNTY CORR. FAC.,2013,7
2013,LEWIS COUNTY JAIL,CHEHALIS,WASHINGTON,6,LEWIS COUNTY JAIL,2013,17
2013,LODI POLICE DEPT.,LODI,CALIFORNIA,1,LODI POLICE DEPT.,2013,32
2013,LOMPOC FCI,LOMPOC,CALIFORNIA,1,LOMPOC FCI,2013,18
2013,LONG BEACH CITY JAIL,LONG BEACH,CALIFORNIA,1,LONG BEACH CITY JAIL,2013,74
2013,LOS ANGELES CITY JAIL,LOS ANGELES,CALIFORNIA,6,LOS ANGELES CITY JAIL,2013,376
2013,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,10,LOS ANGELES COUNTY JAIL-TWIN TOWER,2013,1108
2013,LYNNWOOD CITY JAIL,LYNNWOOD,WASHINGTON,1,LYNNWOOD CITY JAIL,2013,15
2013,MADISON COUNTY JAIL,HUNTSVILLE,ALABAMA,13,MADISON COUNTY JAIL,2013,33
2013,MALHEUR COUNTY JAIL,VALE,OREGON,1,MALHEUR COUNTY JAIL,2013,12
2013,MANCHESTER FED CORR INSTR,MANCHESTER,KENTUCKY,1,MANCHESTER FED CORR INSTR,2013,81
2013,MANHATTAN CENTRAL BOOKING,MANHATTAN,NEW YORK,121,MANHATTAN CENTRAL BOOKING,2013,409
2013,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,1,MARICOPA COUNTY JAIL,2013,2907
2013,MARIN CO. JAIL,SAN RAFAEL,CALIFORNIA,4,MARIN CO. JAIL,2013,214
2013,MARION CO JAIL,SALEM,OREGON,2,MARION CO JAIL,2013,134
2013,MARYSVILLE CITY JAIL,MARYSVILLE,WASHINGTON,1,MARYSVILLE CITY JAIL,2013,7
2013,MCI HAGERSTOWN,HAGERSTOWN,MARYLAND,2,MCI HAGERSTOWN,2013,5
2013,MEMPHIS FED.CORR.INST.,MEMPHIS,TENNESSEE,1,MEMPHIS FED.CORR.INST.,2013,65
2013,MERCER COUNTY JAIL,TRENTON,NEW JERSEY,2,MERCER COUNTY JAIL,2013,52
2013,METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NEW MEXICO,5,METROPOLITAN DETENTION CENTER,2013,44
2013,MIDDLESEX COUNTY H.O.C.-BILLERICA,BILLERICA,MASSACHUSETTS,1,MIDDLESEX COUNTY H.O.C.-BILLERICA,2013,33
2013,MONMOUTH COUNTY JAIL,FREEHOLD,NEW JERSEY,1,MONMOUTH COUNTY JAIL,2013,168
2013,MONROE COUNTY JAIL,KEY WEST,FLORIDA,1,MONROE COUNTY JAIL,2013,32
2013,MONTEREY CO JUVENILE HALL,SALINAS,CALIFORNIA,1,MONTEREY CO JUVENILE HALL,2013,2
2013,MONTEREY CO. JAIL,SALINAS,CALIFORNIA,6,MONTEREY CO. JAIL,2013,469
2013,MONTEZUMA COUNTY JAIL,CORTEZ,COLORADO,1,MONTEZUMA COUNTY JAIL,2013,2
2013,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,1,"MONTGOMERY CNTY JAIL, PA",2013,138
2013,MONTGOMERY COUNTY DET.,ROCKVILLE,MARYLAND,2,MONTGOMERY COUNTY DET.,2013,93
2013,MOORE COUNTY SHERIFF,DUMAS,TEXAS,1,MOORE COUNTY SHERIFF,2013,12
2013,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,1,MOSHANNON VALLEY CORRECTIONAL,2013,658
2013,MULTNOMAH COUNTY JAIL,PORTLAND,OREGON,6,MULTNOMAH COUNTY JAIL,2013,379
2013,NAPA COUNTYY DEPT OF CORR,NAPA,CALIFORNIA,1,NAPA COUNTYY DEPT OF CORR,2013,142
2013,NEVADA COUNTY JAIL,NEVADA CITY,CALIFORNIA,2,NEVADA COUNTY JAIL,2013,71
2013,NEW RIVER VALLEY REG. JAIL,DUBLIN,VIRGINIA,2,NEW RIVER VALLEY REG. JAIL,2013,18
2013,NO. KERN STATE PRISON,DELANO,CALIFORNIA,1,NO. KERN STATE PRISON,2013,173
2013,NORTH COUNTY JAIL,OAKLAND,CALIFORNIA,1,NORTH COUNTY JAIL,2013,4
2013,NYC POLICE DEPARTMENT,NEW YORK,NEW YORK,20,NYC POLICE DEPARTMENT,2013,79
2013,OCEAN COUNTY JAIL,TOMS RIVER,NEW JERSEY,1,OCEAN COUNTY JAIL,2013,125
2013,OKLAHOMA COUNTY JAIL,OKLAHOMA CITY,OKLAHOMA,2,OKLAHOMA COUNTY JAIL,2013,295
2013,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,1,ORANGE COUNTY JAIL,2013,2245
2013,ORANGE COUNTY JAIL,SANTA ANA,CALIFORNIA,3,ORANGE COUNTY JAIL,2013,2245
2013,ORLEANS PARISH SHERIFF,NEW ORLEANS,LOUISIANA,14,ORLEANS PARISH SHERIFF,2013,15
2013,OSCEOLA COUNTY JAIL,KISSIMMEE,FLORIDA,2,OSCEOLA COUNTY JAIL,2013,83
2013,OTHER-OTHER FACILITY,,,87,OTHER-OTHER FACILITY,2013,3520
2013,PALM BEACH COUNTY JAIL,WEST PALM BEACH,FLORIDA,2,PALM BEACH COUNTY JAIL,2013,384
2013,PASSAIC COUNTY JAIL,PATERSON,NEW JERSEY,3,PASSAIC COUNTY JAIL,2013,164
2013,"PATRICK J. SULLIVAN, JR DET.FAC.",CENTENNIAL,COLORADO,2,"PATRICK J. SULLIVAN, JR DET.FAC.",2013,11
2013,PHILADELPHIA 15TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,1,PHILADELPHIA 15TH POLICE DIST.,2013,17
2013,PHILADELPHIA 1ST POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,1,PHILADELPHIA 1ST POLICE DIST.,2013,33
2013,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,2,PHILADELPHIA 35TH POLICE DIST.,2013,17
2013,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,7,PHILADELPHIA DETENTION CT,2013,127
2013,PIERCE COUNTY JAIL,TACOMA,WASHINGTON,11,PIERCE COUNTY JAIL,2013,131
2013,PINELLAS COUNTY JAIL,CLEARWATER,FLORIDA,3,PINELLAS COUNTY JAIL,2013,133
2013,PITCHESS HONOR RANCHO,CASTAIC,CALIFORNIA,1,PITCHESS HONOR RANCHO,2013,2
2013,PLACER JAIL,AUBURN,CALIFORNIA,4,PLACER JAIL,2013,97
2013,POLLOCK F.C.I.,POLLOCK,LOUISIANA,3,POLLOCK F.C.I.,2013,168
2013,PRINCE GEORGES CO DET CEN,UPPER MARLBORO,MARYLAND,1,PRINCE GEORGES CO DET CEN,2013,101
2013,QUEENS CENTRAL BOOKING,QUEENS,NEW YORK,345,QUEENS CENTRAL BOOKING,2013,707
2013,REGIONAL JUSTICE CENTER,KENT,WASHINGTON,1,REGIONAL JUSTICE CENTER,2013,34
2013,RICHLAND COUNTY-A S GLENN DET CEN,COLUMBIA,SOUTH CAROLINA,1,RICHLAND COUNTY-A S GLENN DET CEN,2013,29
2013,RICHMOND CENTRAL BOOKING,STATEN ISLAND,NEW YORK,12,RICHMOND CENTRAL BOOKING,2013,23
2013,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,158,"RIKERS ISLAND, QUEENS, NY",2013,752
2013,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,5,RIVERSIDE COUNTY SHERIFF,2013,973
2013,ROCKDALE COUNTY GA. JAIL,CONYERS,GEORGIA,1,ROCKDALE COUNTY GA. JAIL,2013,16
2013,"ROCKLAND CO JAIL,NEW CITY",NEW CITY,NEW YORK,1,"ROCKLAND CO JAIL,NEW CITY",2013,95
2013,SACRAMENTO COUNTY JAIL,SACRAMENTO,CALIFORNIA,3,SACRAMENTO COUNTY JAIL,2013,770
2013,SALT LAKE COUNTY JAIL,SALT LAKE CITY,UTAH,1,SALT LAKE COUNTY JAIL,2013,357
2013,SAMPSON COUNTY JAIL,CLINTON,NORTH CAROLINA,1,SAMPSON COUNTY JAIL,2013,17
2013,SAN ANTONIO (CITY OF) MAGISTRATE,SAN ANTONIO,TEXAS,1,SAN ANTONIO (CITY OF) MAGISTRATE,2013,211
2013,SAN BERNARDINO CO. JAIL,SAN BERNARDINO,CALIFORNIA,4,SAN BERNARDINO CO. JAIL,2013,200
2013,SAN DIEGO CENTRAL JAIL,SAN DIEGO,CALIFORNIA,5,SAN DIEGO CENTRAL JAIL,2013,33
2013,SAN DIEGO COUNTY JAIL,SAN DIEGO,CALIFORNIA,15,SAN DIEGO COUNTY JAIL,2013,866
2013,SAN FRANCISCO CO JAIL,SAN FRANCISCO,CALIFORNIA,12,SAN FRANCISCO CO JAIL,2013,212
2013,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,22,SAN JOAQUIN COUNTY JAIL,2013,383
2013,SAN MATEO CO JAIL,REDWOOD CITY,CALIFORNIA,1,SAN MATEO CO JAIL,2013,368
2013,SANDOVAL COUNTY DET CTR,BERNALILLO,NEW MEXICO,2,SANDOVAL COUNTY DET CTR,2013,8
2013,SANDY MUSH JAIL,MERCED,CALIFORNIA,1,SANDY MUSH JAIL,2013,70
2013,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,12,SANTA BARBARA COUNTY JAIL,2013,284
2013,SANTA CLARA CO JAIL/MEN'S,MILPITAS,CALIFORNIA,44,SANTA CLARA CO JAIL/MEN'S,2013,10
2013,SANTA CLARA CO MAIN JAIL/,SAN JOSE,CALIFORNIA,197,SANTA CLARA CO MAIN JAIL/,2013,63
2013,SANTA CLARA COUNTY JAIL,SAN JOSE,CALIFORNIA,269,SANTA CLARA COUNTY JAIL,2013,61
2013,SANTA CRUZ CO JAIL AZ,NOGALES,ARIZONA,1,SANTA CRUZ CO JAIL AZ,2013,12
2013,SANTA FE COUNTY JAIL,SANTA FE,NEW MEXICO,1,SANTA FE COUNTY JAIL,2013,21
2013,SANTA RITA JAIL,DUBLIN,CALIFORNIA,32,SANTA RITA JAIL,2013,850
2013,SCORE-SOUTH CORRECTIONAL FACILITY,DES MOINES,WASHINGTON,26,SCORE-SOUTH CORRECTIONAL FACILITY,2013,150
2013,SEDGWICK COUNTY JAIL,WICHITA,KANSAS,2,SEDGWICK COUNTY JAIL,2013,49
2013,SFR HOLD ROOM,SAN FRANCISCO,CALIFORNIA,2,SFR HOLD ROOM,2013,25
2013,SKAGIT COUNTY JAIL,MOUNT VERNON,WASHINGTON,6,SKAGIT COUNTY JAIL,2013,27
2013,SNOHOMISH COUNTY JAIL,EVERETT,WASHINGTON,27,SNOHOMISH COUNTY JAIL,2013,132
2013,SONOMA CO MAIN ADULT DET,SANTA ROSA,CALIFORNIA,5,SONOMA CO MAIN ADULT DET,2013,297
2013,SOUTH BAY DETENT FACILITY,CHULA VISTA,CALIFORNIA,1,SOUTH BAY DETENT FACILITY,2013,3
2013,SOUTH FLORIDA RECEPT CENT,MIAMI,FLORIDA,2,SOUTH FLORIDA RECEPT CENT,2013,46
2013,SOUTHWEST DETENTION FACILITY,MURRIETA,CALIFORNIA,1,SOUTHWEST DETENTION FACILITY,2013,95
2013,ST. LUCIE COUNTY JAIL,FORT PIERCE,FLORIDA,1,ST. LUCIE COUNTY JAIL,2013,90
2013,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,3,STANISLAUS COUNTY JAIL,2013,441
2013,SUNNYSIDE JAIL,SUNNYSIDE,WASHINGTON,1,SUNNYSIDE JAIL,2013,87
2013,SUTTER COUNTY JAIL,YUBA,CALIFORNIA,1,SUTTER COUNTY JAIL,2013,89
2013,TALLADEGA FCI,TALLADEGA,ALABAMA,1,TALLADEGA FCI,2013,60
2013,TAOS COUNTY DET. CENTER,TAOS,NEW MEXICO,1,TAOS COUNTY DET. CENTER,2013,4
2013,TEHAMA COUNTY JAIL,RED BLUFF,CALIFORNIA,2,TEHAMA COUNTY JAIL,2013,21
2013,TERREBONNE PARISH PRISON,HOUMA,LOUISIANA,1,TERREBONNE PARISH PRISON,2013,17
2013,THURSTON COUNTY CORRECTIONAL CENTE,OLYMPIA,WASHINGTON,3,THURSTON COUNTY CORRECTIONAL CENTE,2013,15
2013,THURSTON COUNTY JAIL,PENDER,NEBRASKA,1,THURSTON COUNTY JAIL,2013,4
