year,det_facility,city,state,count,det_facility,year,count
2015,ULSTER CO JAIL KINGSTON,KINGSTON,NEW YORK,1,ULSTER CO JAIL KINGSTON,2015,1
2015,"US MARSHALS, COLORADO",DENVER,COLORADO,2,"US MARSHALS, COLORADO",2015,15
2015,VARICK STREET SPC,NEW YORK,NEW YORK,1,VARICK STREET SPC,2015,13
2015,VENTURA COUNTY JAIL,VENTURA,CALIFORNIA,381,VENTURA COUNTY JAIL,2015,12
2015,VIRGINIA BEACH,VIRGINIA BEACH,VIRGINIA,2,VIRGINIA BEACH,2015,6
2015,VISTA DETENTION FACILITY,VISTA,CALIFORNIA,25,VISTA DETENTION FACILITY,2015,311
2015,WAKE COUNTY SHERIFF DEPT.,RALEIGH,NORTH CAROLINA,1,WAKE COUNTY SHERIFF DEPT.,2015,41
2015,WASHINGTON CO. DETENTION,HAGERSTOWN,MARYLAND,1,WASHINGTON CO. DETENTION,2015,1
2015,WASHINGTON COUNTY JAIL,FAYETTEVILLE,ARKANSAS,3,WASHINGTON COUNTY JAIL,2015,32
2015,WASHINGTON COUNTY JAIL,HILLSBORO,OREGON,7,WASHINGTON COUNTY JAIL,2015,32
2015,WASHINGTON COUNTY JAIL,WASHINGTON,IOWA,1,WASHINGTON COUNTY JAIL,2015,32
2015,WASHOE COUNTY JAIL,RENO,NEVADA,1,WASHOE COUNTY JAIL,2015,31
2015,WELD COUNTY JAIL,GREELEY,COLORADO,8,WELD COUNTY JAIL,2015,12
2015,WEST BATON ROUGE DET CTR,PORT ALLEN,LOUISIANA,1,WEST BATON ROUGE DET CTR,2015,1
2015,WEST VALLEY,RANCHO CUCAMONGA,CALIFORNIA,9,WEST VALLEY,2015,6
2015,WICOMICO CO DET,SALISBURY,MARYLAND,1,WICOMICO CO DET,2015,8
2015,WILLIAMSON COUNTY JAIL,GEORGETOWN,TEXAS,1,WILLIAMSON COUNTY JAIL,2015,11
2015,WILSON COUNTY JAIL,WILSON,NORTH CAROLINA,1,WILSON COUNTY JAIL,2015,8
2015,YELLOW MEDICINE COUNTY JAIL,GRANITE FALLS,MINNESOTA,2,YELLOW MEDICINE COUNTY JAIL,2015,2
2015,YOLO COUNTY JAIL,WOODLAND,CALIFORNIA,1,YOLO COUNTY JAIL,2015,1
2014,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,11,"ACI, CRANSTON RI",2014,27
2014,ADA COUNTY JAIL,BOISE,IDAHO,1,ADA COUNTY JAIL,2014,65
2014,ADAMS COUNTY DET CENTER,NATCHEZ,MISSISSIPPI,1,ADAMS COUNTY DET CENTER,2014,230
2014,ADAMS COUNTY JAIL,BRIGHTON,COLORADO,143,ADAMS COUNTY JAIL,2014,141
2014,ADELANTO DETENTION FACILITY,ADELANTO,CALIFORNIA,1,ADELANTO DETENTION FACILITY,2014,2
2014,ALABAMA DEPT OF CORRECTION,MONTGOMERY,ALABAMA,1,ALABAMA DEPT OF CORRECTION,2014,10
2014,ALAMOSA COUNTY JAIL,ALAMOSA,COLORADO,1,ALAMOSA COUNTY JAIL,2014,2
2014,ALICEVILLE FCI,ALICEVILLE,ALABAMA,7,ALICEVILLE FCI,2014,119
2014,ALLAMAKEE COUNTY JAIL,WAUKON,IOWA,1,ALLAMAKEE COUNTY JAIL,2014,2
2014,ALLEGHENY DETENTION FAC.,CUMBERLAND,MARYLAND,1,ALLEGHENY DETENTION FAC.,2014,1
2014,AMADOR COUNTY JAIL,AMADOR,CALIFORNIA,2,AMADOR COUNTY JAIL,2014,2
2014,ANDERSON COUNTY JAIL,CLINTON,TENNESSEE,1,ANDERSON COUNTY JAIL,2014,1
2014,ANOKA COUNTY JAIL,ANOKA,MINNESOTA,9,ANOKA COUNTY JAIL,2014,29
2014,ARAPAHOE COUNTY JAIL,CENTENNIAL,COLORADO,52,ARAPAHOE COUNTY JAIL,2014,35
2014,ARCADIA POLICE DEPT.,ARCADIA,CALIFORNIA,1,ARCADIA POLICE DEPT.,2014,1
2014,ARCHULETA COUNTY AJIL,PAGASO SPRINGS,COLORADO,2,ARCHULETA COUNTY AJIL,2014,1
2014,ARLINGTON CO JAIL,ARLINGTON,VIRGINIA,2,ARLINGTON CO JAIL,2014,151
2014,AURORA CITY JAIL,AURORA,COLORADO,33,AURORA CITY JAIL,2014,63
2014,AZUSA POLICE DEPT.,AZUSA,CALIFORNIA,1,AZUSA POLICE DEPT.,2014,4
2014,BAKER COUNTY SHERIFF DEPT.,MACCLENNY,FLORIDA,1,BAKER COUNTY SHERIFF DEPT.,2014,10
2014,BALDWIN COUNTY COR. CENTER,BAY MINETTE,ALABAMA,1,BALDWIN COUNTY COR. CENTER,2014,4
2014,BALDWIN PARK POLICE DEPT.,BALDWIN PARK,CALIFORNIA,1,BALDWIN PARK POLICE DEPT.,2014,13
2014,BALT CITY CENTRAL,BALTIMORE,MARYLAND,4,BALT CITY CENTRAL,2014,45
2014,BALTIMORE CITY DETENTION CENTER,BALTIMORE,MARYLAND,2,BALTIMORE CITY DETENTION CENTER,2014,8
2014,BALTIMORE COUNTY DET. CENTER,TOWSON,MARYLAND,16,BALTIMORE COUNTY DET. CENTER,2014,47
2014,BARREN COUNTY DET. CENTER,GLASGOW,KENTUCKY,1,BARREN COUNTY DET. CENTER,2014,2
2014,BASTROP COUNTY JAIL,BASTROP,TEXAS,1,BASTROP COUNTY JAIL,2014,53
2014,BEAUFORT COUNTY DET CENTER,BEAUFORT,SOUTH CAROLINA,1,BEAUFORT COUNTY DET CENTER,2014,48
2014,BELL POLICE DEPT.,BELL,CALIFORNIA,1,BELL POLICE DEPT.,2014,8
2014,BENT COUNTY JAIL,LAS ANIMAS,COLORADO,1,BENT COUNTY JAIL,2014,1
2014,BENTON COUNTY,KENNEWICK,WASHINGTON,8,BENTON COUNTY,2014,59
2014,BERGEN COUNTY JAIL,HACKENSACK,NEW JERSEY,1,BERGEN COUNTY JAIL,2014,128
2014,BERKELEY CITY JAIL,BERKELEY,MISSOURI,1,BERKELEY CITY JAIL,2014,2
2014,BERNALILLO COUNTY DET CTR,ALBUQUERQUE,NEW MEXICO,3,BERNALILLO COUNTY DET CTR,2014,14
2014,BEXAR COUNTY JAIL,SAN ANTONIO,TEXAS,3,BEXAR COUNTY JAIL,2014,253
2014,BIG SANDY USP,INEZ,KENTUCKY,1,BIG SANDY USP,2014,23
2014,BOB WILEY DET FACILITY,VISALIA,CALIFORNIA,1,BOB WILEY DET FACILITY,2014,2
2014,BOSSIER CITY POLICE DEPT.,BOSSIER CITY,LOUISIANA,2,BOSSIER CITY POLICE DEPT.,2014,11
2014,BOULDER COUNTY JAIL,BOULDER,COLORADO,18,BOULDER COUNTY JAIL,2014,29
2014,BOURBON CO DET CENTER,PARIS,KENTUCKY,1,BOURBON CO DET CENTER,2014,5
2014,BOYLE COUNTY DETENTION CENTER,DANVILLE,KENTUCKY,2,BOYLE COUNTY DETENTION CENTER,2014,5
2014,BRIDGEPORT CORR CENTER,BRIDGEPORT,CONNECTICUT,2,BRIDGEPORT CORR CENTER,2014,15
2014,BRIDGEPORT POLICE DEPT.,BRIDGEPORT,CONNECTICUT,2,BRIDGEPORT POLICE DEPT.,2014,3
2014,BRONX CENTRAL BOOKING,BRONX,NEW YORK,105,BRONX CENTRAL BOOKING,2014,138
2014,BROOKLYN CENTRAL BOOKING,BROOKLYN,NEW YORK,197,BROOKLYN CENTRAL BOOKING,2014,221
2014,BROOMFIELD DETENTION CENTER,BROOMFIELD,COLORADO,5,BROOMFIELD DETENTION CENTER,2014,7
2014,BROWARD CORRECTIONAL,PEMBROKE PINES,FLORIDA,3,BROWARD CORRECTIONAL,2014,4
2014,BROWARD COUNTY JAIL,FORT LAUDERDALE,FLORIDA,76,BROWARD COUNTY JAIL,2014,124
2014,BULLOCK COUNTY JAIL,STATESBORO,GEORGIA,1,BULLOCK COUNTY JAIL,2014,3
2014,BURBANK POLICE DEPT.,BURBANK,CALIFORNIA,1,BURBANK POLICE DEPT.,2014,12
2014,BURLINGTON COUNTY JAIL,MT. HOLLY,NEW JERSEY,1,BURLINGTON COUNTY JAIL,2014,15
2014,BUTNER FED.CORR.INST.,BUTNER,NORTH CAROLINA,1,BUTNER FED.CORR.INST.,2014,77
2014,BUTTE COUNTY JAIL,OROVILLE,CALIFORNIA,1,BUTTE COUNTY JAIL,2014,5
2014,CALAVERA COUNTY JAIL,SAN ANDREAS,CALIFORNIA,3,CALAVERA COUNTY JAIL,2014,1
2014,CALVERT COUNTY SHERIFF,PRINCE FREDERICK,MARYLAND,1,CALVERT COUNTY SHERIFF,2014,6
2014,CAMBRIDGE POLICE DEPT,CAMBRIDGE,MASSACHUSETTS,1,CAMBRIDGE POLICE DEPT,2014,1
2014,CAMDEN COUNTY JAIL,CAMDEN,NEW JERSEY,4,CAMDEN COUNTY JAIL,2014,37
2014,CAROLINE COUNTY DET CENTER,DENTON,MARYLAND,1,CAROLINE COUNTY DET CENTER,2014,12
2014,CARROLL COUNTY JAIL,CARROLLTON,GEORGIA,1,CARROLL COUNTY JAIL,2014,25
2014,CATOOSA COUNTY JAIL,RINGGOLD,GEORGIA,1,CATOOSA COUNTY JAIL,2014,2
2014,CAYUGA COUNTY JAIL,AUBURN,NEW YORK,1,CAYUGA COUNTY JAIL,2014,6
2014,CCF-DELANO,DELANO,CALIFORNIA,1,CCF-DELANO,2014,69
2014,CHAMPAIGN COUNTY JAIL,URNANA,ILLINOIS,2,CHAMPAIGN COUNTY JAIL,2014,2
2014,CHARLES COUNTY DET CNTR,LA PLATA,MARYLAND,7,CHARLES COUNTY DET CNTR,2014,10
2014,CHARLESTON COUNTY CORRECT,NORTH CHARLESTO,SOUTH CAROLINA,1,CHARLESTON COUNTY CORRECT,2014,107
2014,CHATHAM COUNTY JAIL,PITTSBORO,NORTH CAROLINA,1,CHATHAM COUNTY JAIL,2014,11
2014,CHAVEZ DET CRT,ROSWELL,NEW MEXICO,2,CHAVEZ DET CRT,2014,3
2014,CHELAN CO. REGIONAL JAIL,WENATCHEE,WASHINGTON,3,CHELAN CO. REGIONAL JAIL,2014,28
2014,CHEROKEE CO JAIL GA,CANTON,GEORGIA,1,CHEROKEE CO JAIL GA,2014,49
2014,CI EDEN,EDEN,TEXAS,1,CI EDEN,2014,1305
2014,CITY OF LAS VEGAS DET.CENTER,LAS VEGAS,NEVADA,4,CITY OF LAS VEGAS DET.CENTER,2014,59
2014,CLACKAMAS CO JAIL,OREGON CITY,OREGON,20,CLACKAMAS CO JAIL,2014,22
2014,CLARK COUNTY DET.CENTER,LAS VEGAS,NEVADA,224,CLARK COUNTY DET.CENTER,2014,269
2014,CLARK COUNTY DETENTION,ARKADELPHIA,ARKANSAS,1,CLARK COUNTY DETENTION,2014,1
2014,CLARK COUNTY JAIL,VANCOUVER,WASHINGTON,65,CLARK COUNTY JAIL,2014,44
2014,CLAY COUNTY SHERIFF,FORT GAINES,GEORGIA,1,CLAY COUNTY SHERIFF,2014,4
2014,CLEVELAND COUNTY JAIL,SHELBY,NORTH CAROLINA,1,CLEVELAND COUNTY JAIL,2014,7
2014,COLLIER COUNTY SHERIFF,NAPLES,FLORIDA,3,COLLIER COUNTY SHERIFF,2014,612
2014,COLLIN COUNTY JAIL,MCKINNEY,TEXAS,1,COLLIN COUNTY JAIL,2014,96
2014,COLO DEPT OF CORRECTIONS,COLORADO SPRINGS,COLORADO,1,COLO DEPT OF CORRECTIONS,2014,78
2014,COLQUITT COUNTY JAIL,MOULTRIE,GEORGIA,1,COLQUITT COUNTY JAIL,2014,9
2014,CONTRA COSTA CO JAIL/WEST,RICHMOND,CALIFORNIA,6,CONTRA COSTA CO JAIL/WEST,2014,3
2014,CONTRA COSTA CO. JAIL,MARTINEZ,CALIFORNIA,367,CONTRA COSTA CO. JAIL,2014,28
2014,COOK COUNTY JAIL,CHICAGO,ILLINOIS,439,COOK COUNTY JAIL,2014,34
2014,COOK COUNTY SHERIFF,ADEL,GEORGIA,3,COOK COUNTY SHERIFF,2014,4
2014,CORRECTIONAL RECEPTION,ORIENT,OHIO,1,CORRECTIONAL RECEPTION,2014,16
2014,"COTTON COUNTY, WALTERS OK",WALTERS,OKLAHOMA,1,"COTTON COUNTY, WALTERS OK",2014,3
2014,COWLITZ COUNTY JAIL,LONGVIEW,WASHINGTON,16,COWLITZ COUNTY JAIL,2014,10
2014,CSP-SAN QUENTIN,SAN QUENTIN,CALIFORNIA,1,CSP-SAN QUENTIN,2014,30
2014,CULLMAN COUNTY JAIL,CULLMAN,ALABAMA,1,CULLMAN COUNTY JAIL,2014,10
2014,CULVER CITY POLICE DEPT.,CULVER CITY,CALIFORNIA,1,CULVER CITY POLICE DEPT.,2014,6
2014,CUMBERLAND COUNTY JAIL,BRIDGETON,NEW JERSEY,7,CUMBERLAND COUNTY JAIL,2014,32
2014,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,18,CURRAN FROMHOLD CORR.FAC.,2014,10
2014,CURRY COUNTY DET FAC,CLOVIS,NEW MEXICO,3,CURRY COUNTY DET FAC,2014,5
2014,D. RAY JAMES PRISON,FOLKSTON,GEORGIA,5,D. RAY JAMES PRISON,2014,336
2014,DADE COUNTY CORRECTIONAL,MIAMI,FLORIDA,495,DADE COUNTY CORRECTIONAL,2014,44
2014,DADE COUNTY JAIL,TRENTON,GEORGIA,1,DADE COUNTY JAIL,2014,2
2014,"DAKOTA CO. JAIL, MN",HASTINGS,MINNESOTA,2,"DAKOTA CO. JAIL, MN",2014,42
2014,DAKOTA COUNTY JAIL,DAKOTA CITY,NEBRASKA,1,DAKOTA COUNTY JAIL,2014,4
2014,DANE COUNTY JAIL,MADISON,WISCONSIN,8,DANE COUNTY JAIL,2014,52
2014,"DAUPHIN CNTY JAIL, PA",HARRISBURG,PENNSYLVANIA,15,"DAUPHIN CNTY JAIL, PA",2014,10
2014,DAVIDSON CO. SHERIFF DEPT,NASHVILLE,TENNESSEE,4,DAVIDSON CO. SHERIFF DEPT,2014,148
2014,DC DEPT OF CORRECTIONS,WASHINGTON,DISTRICT OF COLUMBIA,10,DC DEPT OF CORRECTIONS,2014,150
2014,DEKALB COUNTY JAIL,DECATUR,GEORGIA,1,DEKALB COUNTY JAIL,2014,178
2014,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,2,DELAWARE CO JAIL,2014,33
2014,DELAWARE COUNTY JAIL,DELAWARE,OHIO,1,DELAWARE COUNTY JAIL,2014,8
2014,DENVER COUNTY JAIL,DENVER,COLORADO,30,DENVER COUNTY JAIL,2014,10
2014,DENVER JUSTICE CENTER,DENVER,COLORADO,314,DENVER JUSTICE CENTER,2014,79
2014,DES PLAINES POLICE DEPARTMENT,DES PLAINES,ILLINOIS,1,DES PLAINES POLICE DEPARTMENT,2014,1
2014,DESCHUTES CO JAIL,BEND,OREGON,3,DESCHUTES CO JAIL,2014,7
2014,DESOTO COUNTY JAIL,HERNANDO,MISSISSIPPI,2,DESOTO COUNTY JAIL,2014,47
2014,DONA ANA COUNTY DETENTION FACILITY,LAS CRUCES,NEW MEXICO,2,DONA ANA COUNTY DETENTION FACILITY,2014,10
2014,DOUGLAS COUNTY CORRECTION,OMAHA,NEBRASKA,4,DOUGLAS COUNTY CORRECTION,2014,96
2014,DOUGLAS COUNTY DETENTION CENTER,CASTLE ROCK,COLORADO,5,DOUGLAS COUNTY DETENTION CENTER,2014,32
2014,DOUGLAS COUNTY SHERIFF,DOUGLASVILLE,GEORGIA,1,DOUGLAS COUNTY SHERIFF,2014,29
2014,DOWNEY POLICE DEPT.,DOWNEY,CALIFORNIA,1,DOWNEY POLICE DEPT.,2014,3
2014,DUKES COUNTY JAIL,EDGARTOWN,MASSACHUSETTS,2,DUKES COUNTY JAIL,2014,3
2014,DUPAGE COUNTY JAIL,WHEATON,ILLINOIS,1,DUPAGE COUNTY JAIL,2014,83
2014,DUPLIN COUNTY JAIL,KENANSVILLE,NORTH CAROLINA,1,DUPLIN COUNTY JAIL,2014,18
2014,DURHAM COUNTY DET. CENTER,DURHAM,NORTH CAROLINA,1,DURHAM COUNTY DET. CENTER,2014,53
2014,DUVAL/JACKSONVILLE JAIL,JACKSONVILLE,FLORIDA,2,DUVAL/JACKSONVILLE JAIL,2014,182
2014,EAGLE COUNTY JAIL,EAGLE,COLORADO,4,EAGLE COUNTY JAIL,2014,5
2014,EAST BATON ROUGE JAIL,SCOTLANDVILLE,LOUISIANA,1,EAST BATON ROUGE JAIL,2014,16
2014,EL CENTRO SPC,EL CENTRO,CALIFORNIA,1,EL CENTRO SPC,2014,14
2014,EL DORADO COUNTY JAIL,PLACERVILLE,CALIFORNIA,6,EL DORADO COUNTY JAIL,2014,30
2014,EL MONTE POLICE DEPT.,EL MONTE,CALIFORNIA,1,EL MONTE POLICE DEPT.,2014,10
2014,EL PASO COUNTY JAIL (CO),COLORADO SPRINGS,COLORADO,3,EL PASO COUNTY JAIL (CO),2014,103
2014,EL SEGUNDO POLICE DEPT.,EL SEGUNDO,CALIFORNIA,1,EL SEGUNDO POLICE DEPT.,2014,2
2014,ELBERT COUNTY JAIL,KIOWA,COLORADO,1,ELBERT COUNTY JAIL,2014,1
2014,ELMORE COUNTY JAIL,WETUMPKA,ALABAMA,1,ELMORE COUNTY JAIL,2014,23
2014,ENGLEWOOD FED.CORR.INST.,LITTLETON,COLORADO,1,ENGLEWOOD FED.CORR.INST.,2014,5
2014,ESCAMBIA COUNTY JAIL,PENSACOLA,FLORIDA,2,ESCAMBIA COUNTY JAIL,2014,6
2014,"ESSEX CO. JAIL, MIDDLETON",MIDDLETON,MASSACHUSETTS,5,"ESSEX CO. JAIL, MIDDLETON",2014,73
2014,ESSEX COUNTY JAIL,CALDWELL,NEW JERSEY,1,ESSEX COUNTY JAIL,2014,74
2014,FAULKNER COUNTY JAIL,CONWAY,ARKANSAS,1,FAULKNER COUNTY JAIL,2014,13
2014,FAYETTE COUNTY SHERIFF'S OFFICE,FAYETTEVILLE,GEORGIA,1,FAYETTE COUNTY SHERIFF'S OFFICE,2014,36
2014,FCI FORREST CITY MED.,FORREST CITY,ARKANSAS,1,FCI FORREST CITY MED.,2014,7
2014,FIFE CITY JAIL,FIFE,WASHINGTON,3,FIFE CITY JAIL,2014,21
2014,FLOYD COUNTY JAIL,NEW ALBANY,INDIANA,1,FLOYD COUNTY JAIL,2014,16
2014,FRANKLIN COUNTY,PASCO,WASHINGTON,1,FRANKLIN COUNTY,2014,96
2014,FRANKLIN COUNTY JAIL,COLUMBUS,OHIO,29,FRANKLIN COUNTY JAIL,2014,148
2014,FRANKLIN COUNTY JAIL,ROCKY MOUNT,VIRGINIA,1,FRANKLIN COUNTY JAIL,2014,148
2014,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,268,FRESNO COUNTY JAIL,2014,85
2014,FRESNO COUNTY JAIL/MAIN,FRESNO,CALIFORNIA,11,FRESNO COUNTY JAIL/MAIN,2014,2
2014,FRESNO COUNTY JAIL/SOUTH,FRESNO,CALIFORNIA,9,FRESNO COUNTY JAIL/SOUTH,2014,1
2014,FT. BEND COUNTY JAIL,RICHMOND,TEXAS,1,FT. BEND COUNTY JAIL,2014,198
2014,FULTON COUNTY JAIL,ATLANTA,GEORGIA,1,FULTON COUNTY JAIL,2014,77
2014,GADSDEN COUNTY JAIL,QUINCY,FLORIDA,2,GADSDEN COUNTY JAIL,2014,5
2014,GARFIELD COUNTY JAIL,GLENWOOD SPGS,COLORADO,5,GARFIELD COUNTY JAIL,2014,9
2014,GILPIN COUNTY SHERIFF,BLACK HAWK,COLORADO,2,GILPIN COUNTY SHERIFF,2014,6
2014,GLENDALE POLICE DEPT,GELNDALE,CALIFORNIA,2,GLENDALE POLICE DEPT,2014,22
2014,GLENDORA POLICE DEPT.,GLENDORA,CALIFORNIA,2,GLENDORA POLICE DEPT.,2014,2
2014,GLENN COUNTY JAIL,WILLOWS,CALIFORNIA,8,GLENN COUNTY JAIL,2014,9
2014,GOODHUE COUNTY JAIL,RED WING,MINNESOTA,2,GOODHUE COUNTY JAIL,2014,3
2014,GORDON COUNTY SHERIFF,NORTH CALHOUN,GEORGIA,2,GORDON COUNTY SHERIFF,2014,17
2014,GRANT COUNTY,EPHRATA,WASHINGTON,2,GRANT COUNTY,2014,79
2014,GRAYS HARBOR COUNTY JAIL,MONTESANO,WASHINGTON,2,GRAYS HARBOR COUNTY JAIL,2014,4
2014,GUILFORD COUNTY JAIL,GREENSBORO,NORTH CAROLINA,1,GUILFORD COUNTY JAIL,2014,7
2014,GUNNISON COUNTY JAIL,GUNNISON,COLORADO,2,GUNNISON COUNTY JAIL,2014,2
2014,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GEORGIA,5,GWINNETT COUNTY JAIL,2014,1079
2014,HALL COUNTY SHERIFF,GRAND ISLAND,NEBRASKA,3,HALL COUNTY SHERIFF,2014,20
2014,HAMBLEN COUNTY JAIL,MORRISTOWN,TENNESSEE,2,HAMBLEN COUNTY JAIL,2014,24
2014,HAMILTON CO. JAIL (TENN),CHATTANOOGA,TENNESSEE,3,HAMILTON CO. JAIL (TENN),2014,28
2014,HARLINGEN POLICE DEPT.,HARLINGEN,TEXAS,1,HARLINGEN POLICE DEPT.,2014,37
2014,HARRIS COUNTY JAIL,HOUSTON,TEXAS,1,HARRIS COUNTY JAIL,2014,932
2014,HARRISON DETENTION CENTER,GULFPORT,MISSISSIPPI,2,HARRISON DETENTION CENTER,2014,36
2014,HARTFORD CORR CENTER,HARTFORD,CONNECTICUT,3,HARTFORD CORR CENTER,2014,11
2014,HARTFORD POLICE DEPT.,HARTFORD,CONNECTICUT,1,HARTFORD POLICE DEPT.,2014,5
2014,HENDERSON DETENTION,HENDERSON,NEVADA,2,HENDERSON DETENTION,2014,22
2014,HENDRY COUNTY JAIL,LABELLE,FLORIDA,6,HENDRY COUNTY JAIL,2014,45
2014,HENNEPIN COUNTY ADC,MINNEAPOLIS,MINNESOTA,62,HENNEPIN COUNTY ADC,2014,200
2014,HERNANDO COUNTY JAIL,BROOKSVILLS,FLORIDA,1,HERNANDO COUNTY JAIL,2014,7
2014,HIDALGO COUNTY JAIL,EDINBURG,TEXAS,1,HIDALGO COUNTY JAIL,2014,645
2014,HILL COUNTY SHERIFF'S DEPT.,HILLSBORO,TEXAS,1,HILL COUNTY SHERIFF'S DEPT.,2014,8
2014,HILLSBOROUGH COUNTY JAIL,MANCHESTER,NEW HAMPSHIRE,3,HILLSBOROUGH COUNTY JAIL,2014,333
2014,HILLSBOROUGH COUNTY JAIL,TAMPA,FLORIDA,15,HILLSBOROUGH COUNTY JAIL,2014,333
2014,HILSBOROUGH CORRECTIONAL,RIVERVIEW,FLORIDA,2,HILSBOROUGH CORRECTIONAL,2014,8
2014,HOBBS CITY JAIL,HOBBS,NEW MEXICO,10,HOBBS CITY JAIL,2014,22
2014,HOKE COUNTY JAIL,RAEFORD,NORTH CAROLINA,5,HOKE COUNTY JAIL,2014,6
2014,HOUSTON COUNTY DETENTION CENTER,WARNER ROBBINS,GEORGIA,2,HOUSTON COUNTY DETENTION CENTER,2014,34
2014,HOWARD COUNTY DET CNTR,JESSUP,MARYLAND,1,HOWARD COUNTY DET CNTR,2014,20
2014,HUDSON COUNTY JAIL,KEARNEY,NEW JERSEY,2,HUDSON COUNTY JAIL,2014,189
2014,HUMBOLDT COUNTY JAIL,EUREKA,CALIFORNIA,10,HUMBOLDT COUNTY JAIL,2014,2
2014,HUNTERDON COUNTY JAIL,FLEMINGTON,NEW JERSEY,1,HUNTERDON COUNTY JAIL,2014,5
2014,HUNTINGTON PARK POLICE DEPT.,HUNTINGTON PARK,CALIFORNIA,3,HUNTINGTON PARK POLICE DEPT.,2014,16
2014,INDIO JAIL - RIVERSIDE COUNTY,INDIO,CALIFORNIA,13,INDIO JAIL - RIVERSIDE COUNTY,2014,3
2014,INGLEWOOD POLICE DEPT.,INGLEWOOD,CALIFORNIA,1,INGLEWOOD POLICE DEPT.,2014,2
2014,ISSAQUAH CITY JAIL,ISSAQUAH,WASHINGTON,4,ISSAQUAH CITY JAIL,2014,11
2014,JACKSON CO JAIL,MEDFORD,OREGON,2,JACKSON CO JAIL,2014,15
2014,JACKSON COUNTY JAIL,MARIANNA,FLORIDA,1,JACKSON COUNTY JAIL,2014,34
2014,JACKSON COUNTY JAIL,PASCAGOULA,MISSISSIPPI,1,JACKSON COUNTY JAIL,2014,34
2014,JACKSON COUNTY JAIL,WALDEN,COLORADO,1,JACKSON COUNTY JAIL,2014,34
2014,JACKSON COUNTY SHERIFF,JEFFERSON,GEORGIA,1,JACKSON COUNTY SHERIFF,2014,6
2014,JEFFERSON CO JAIL,MADRAS,OREGON,4,JEFFERSON CO JAIL,2014,3
2014,JEFFERSON COUNTY JAIL,BIRMINGHAM,ALABAMA,1,JEFFERSON COUNTY JAIL,2014,103
2014,JEFFERSON COUNTY JAIL,GOLDEN,COLORADO,53,JEFFERSON COUNTY JAIL,2014,103
2014,JOHNSON CO AIRPORT ADC,NEW CENTURY,KANSAS,2,JOHNSON CO AIRPORT ADC,2014,14
2014,JOHNSON COUNTY JAIL,IOWA CITY,IOWA,1,JOHNSON COUNTY JAIL,2014,33
2014,JOHNSON COUNTY JAIL,MOUNTAIN CITY,TENNESSEE,1,JOHNSON COUNTY JAIL,2014,33
2014,JOHNSON COUNTY SHERIFF/JAIL,OLATHE,KANSAS,6,JOHNSON COUNTY SHERIFF/JAIL,2014,24
2014,KANDIYOHI CO. JAIL,WILLMAR,MINNESOTA,1,KANDIYOHI CO. JAIL,2014,5
2014,KEARNY COUNTY JAIL,LAKIN,KANSAS,1,KEARNY COUNTY JAIL,2014,1
2014,KENT CITY JAIL,KENT,WASHINGTON,8,KENT CITY JAIL,2014,35
2014,KENT CO. DET. CENTER,CHESTERTOWN,MARYLAND,1,KENT CO. DET. CENTER,2014,1
2014,KERN COUNTY JAIL (LERDO),BAKERSFIELD,CALIFORNIA,159,KERN COUNTY JAIL (LERDO),2014,181
2014,KERR COUNTY JAIL,KERRVILLE,TEXAS,4,KERR COUNTY JAIL,2014,26
2014,KING COUNTY ADULT JAIL,SEATTLE,WASHINGTON,87,KING COUNTY ADULT JAIL,2014,33
2014,KINGS COUNTY JAIL,HANFORD,CALIFORNIA,55,KINGS COUNTY JAIL,2014,11
2014,KIT CARSON COUNTY,BURLINGTON,COLORADO,1,KIT CARSON COUNTY,2014,1
2014,KITSAP COUNTY JAIL,PORT ORCHARD,WASHINGTON,7,KITSAP COUNTY JAIL,2014,20
2014,KITSAP COUNTY JUVENILE CENTER,PORT ORCHARD,WASHINGTON,1,KITSAP COUNTY JUVENILE CENTER,2014,1
2014,KLAMATH CO JAIL,KLAMATH FALLS,OREGON,1,KLAMATH CO JAIL,2014,8
2014,KNOX COUNTY SHERIFF,KNOXVILLE,TENNESSEE,2,KNOX COUNTY SHERIFF,2014,20
2014,KROME NORTH SPC,MIAMI,FLORIDA,1,KROME NORTH SPC,2014,5
2014,LA PLATA COUNTY JAIL,DURANGO,COLORADO,3,LA PLATA COUNTY JAIL,2014,15
2014,LAKE COUNTY JAIL,LAKEPORT,CALIFORNIA,1,LAKE COUNTY JAIL,2014,63
2014,"LANCASTER CNTY JAIL, PA",LANCASTER,PENNSYLVANIA,1,"LANCASTER CNTY JAIL, PA",2014,11
2014,LANCASTER COUNTY JAIL,LINCOLN,NEBRASKA,3,LANCASTER COUNTY JAIL,2014,23
2014,LANE CO JAIL,EUGENE,OREGON,9,LANE CO JAIL,2014,15
2014,LARIMER COUNTY JAIL,FT COLLINS,COLORADO,17,LARIMER COUNTY JAIL,2014,20
2014,LAS COLINAS DET/REENTRY FACILITY,SANTEE,CALIFORNIA,3,LAS COLINAS DET/REENTRY FACILITY,2014,5
