Case ID,Proceeding ID,Source,Case Type,decision,other completion,Court / Base City,Hearing Location,Custody1,Custody2,Attorney,Outcome1,Outcome2,Outcome3,Court Filed Date,Adjournment Date (Last One),Court Closed / Completion Dates,Completion Year,Immigration Judge
6731524,5902274,Washington Post,RMV,,,HOD,HOD,detained,Detained,Y,deport order,,Order of Removal,7/2/2012,,,1899,
6709694,6191867,Washington Post,RMV,,,ELO,EAZ,detained,Detained,no,pending,,Pending,6/6/2013,,,1899,
7405473,6472710,Washington Post,RMV,,,ELO,EAZ,detained,Detained,no,pending,,Pending,4/15/2014,,,1899,
7390528,6934799,Washington Post,RMV,,,HOD,HOD,detained,Detained,no,pending,,Pending,7/20/2015,,,1899,
6454740,6510495,Washington Post,RMV,,,HOD,HUN,detained,Detained,no,pending,,Pending,6/10/2014,,,1899,
7493838,6605298,Washington Post,RMV,,,HOD,HUN,detained,Detained,no,pending,,Pending,8/13/2014,,,1899,
7524586,6647897,Washington Post,RMV,,,HOD,HUN,detained,Detained,no,pending,,Pending,3/18/2014,,,1899,
7697543,6900975,Washington Post,RMV,,,HOD,HUN,detained,Detained,no,pending,,Pending,6/8/2015,,,1899,
2672814,6884384,Washington Post,DEP,,,SDC,LGD,detained,Detained,no,pending,,Pending,5/22/2015,,,1899,
7643858,6821619,Washington Post,RMV,,,YOR,MOS,detained,Detained,no,pending,,Pending,3/19/2015,,,1899,
6626838,6828315,Washington Post,RMV,,,YOR,MOS,detained,Detained,no,pending,,Pending,3/25/2015,,,1899,
7525775,6649576,Washington Post,RMV,,,SNA,PSD,detained,Detained,no,pending,,Pending,9/17/2014,,,1899,
7533897,6661604,Washington Post,RMV,,,SNA,PSD,detained,Detained,no,pending,,Pending,9/25/2014,,,1899,
7651772,6832596,Washington Post,RMV,,,SNA,PSD,detained,Detained,no,pending,,Pending,3/23/2015,,,1899,
7516552,6635631,Washington Post,RMV,,,FLO,RYN,detained,Detained,no,pending,,Pending,7/30/2014,,,1899,
7195976,6151664,Washington Post,RMV,,,ULS,SIN,detained,Detained,no,pending,,Pending,4/18/2013,,,1899,
7314936,6334435,Washington Post,RMV,,,ULS,SIN,detained,Detained,no,pending,,Pending,11/20/2013,,,1899,
7327013,6353198,Washington Post,RMV,,,ULS,SIN,detained,Detained,no,pending,,Pending,12/11/2013,,,1899,
6874248,6512054,Washington Post,RMV,,,ULS,SIN,detained,Detained,no,pending,,Pending,6/11/2014,,,1899,
7438629,6524888,Washington Post,RMV,,,TUC,TUS,detained,Detained,no,pending,,Pending,4/23/2014,,,1899,
7447890,6539146,Washington Post,RMV,,,TUC,TUS,detained,Detained,no,pending,,Pending,5/20/2014,,,1899,
5881820,6947592,Washington Post,RMV,,,TUC,TUS,detained,Detained,no,pending,,Pending,7/31/2015,,,1899,
7124591,6534109,Washington Post,RMV,,,ADL,ADW,detained,Detained,Y,pending,,Pending,6/26/2014,,,1899,
7489631,6599529,Washington Post,RMV,,,ADL,ADW,detained,Detained,Y,pending,,Pending,8/12/2014,,,1899,
7422316,6935263,Washington Post,RMV,,,BOS,BDT,detained,Detained,Y,pending,,Pending,7/20/2015,,,1899,
7552166,6688223,Washington Post,RMV,,,ULS,BED,detained,Detained,Y,pending,,Pending,10/23/2014,,,1899,
7504195,6619270,Washington Post,RMV,,,SND,CCA,detained,Detained,Y,pending,,Pending,8/21/2014,,,1899,
7594005,6760478,Washington Post,RMV,,,CHI,CNJ,detained,Detained,Y,pending,,Pending,1/12/2015,,,1899,
7104277,6012821,Washington Post,RMV,,,HAR,CON,detained,Detained,Y,pending,,Pending,10/26/2012,,,1899,
7536503,6665183,Washington Post,RMV,,,ELO,EAZ,detained,Detained,Y,pending,,Pending,9/30/2014,,,1899,
7320314,6789466,Washington Post,RMV,,,ELO,EAZ,detained,Detained,Y,pending,,Pending,2/11/2015,,,1899,
7638882,6814597,Washington Post,RMV,,,ELO,EAZ,detained,Detained,Y,pending,,Pending,3/11/2015,,,1899,
5601284,6302270,Washington Post,RMV,,,ELP,ELP,detained,Detained,Y,pending,,Pending,10/10/2013,,,1899,
7525914,6649773,Washington Post,RMV,,,HOD,HUN,detained,Detained,Y,pending,,Pending,9/17/2014,,,1899,
7662317,6848267,Washington Post,RMV,,,HOD,JCD,detained,Detained,Y,pending,,Pending,4/15/2015,,,1899,
6756022,6863576,Washington Post,RMV,,,DAL,JCJ,detained,Detained,Y,pending,,Pending,5/1/2015,,,1899,
7483743,6886441,Washington Post,RMV,,,OAK,JNA,detained,Detained,Y,pending,,Pending,5/27/2015,,,1899,
7352707,6390870,Washington Post,RMV,,,KRO,KRO,detained,Detained,Y,pending,,Pending,1/22/2014,,,1899,
7128983,6792685,Washington Post,RMV,,,BLM,MIN,detained,Detained,Y,pending,,Pending,2/17/2015,,,1899,
7519114,6639579,Washington Post,RMV,,,NEW,NWD,detained,Detained,Y,pending,,Pending,9/5/2014,,,1899,
7287558,6724452,Washington Post,RMV,,,NEW,NWD,detained,Detained,Y,pending,,Pending,11/24/2014,,,1899,
7187783,6725196,Washington Post,RMV,,,NEW,NWD,detained,Detained,Y,pending,,Pending,11/25/2014,,,1899,
7191940,6876129,Washington Post,RMV,,,NYD,NYD,detained,Detained,Y,pending,,Pending,5/14/2015,,,1899,
7228030,6200523,Washington Post,RMV,,,SNA,PSD,detained,Detained,Y,pending,,Pending,6/17/2013,,,1899,
7111405,6835629,Washington Post,RMV,,,SLC,SLD,detained,Detained,Y,pending,,Pending,4/1/2015,,,1899,
7438594,6524846,Washington Post,RMV,,,TUC,TUS,detained,Detained,Y,pending,,Pending,4/23/2014,,,1899,
6726676,6780513,Washington Post,RMV,,,YOR,YOR,detained,Detained,Y,pending,,Pending,2/3/2015,,,1899,
7589761,6829712,Washington Post,RMV,,,YOR,YOR,detained,Detained,Y,pending,,Pending,3/26/2015,,,1899,
7305388,6318277,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,no,pending,,Pending,9/27/2013,,,1899,
6450745,6481915,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,no,pending,,Pending,5/23/2014,,,1899,
6712532,6661207,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,no,pending,,Pending,9/29/2014,,,1899,
6799307,5574434,Washington Post,RMV,,,BUF,BUF,never detained,Never Detained,no,pending,,Pending,7/5/2011,,,1899,
5932134,4460706,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,no,pending,,Pending,3/7/2008,,,1899,
6408783,5060941,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,no,pending,,Pending,1/11/2010,,,1899,
6145262,5256339,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,no,pending,,Pending,8/5/2010,,,1899,
6745763,5500630,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,no,pending,,Pending,3/17/2011,,,1899,
7259960,6530555,Washington Post,RMV,,,LVG,LVG,never detained,Never Detained,no,pending,,Pending,6/24/2014,,,1899,
6675775,5406157,Washington Post,RMV,,,PHO,PHO,never detained,Never Detained,no,pending,,Pending,1/19/2011,,,1899,
7211350,6175119,Washington Post,RMV,,,SND,SND,never detained,Never Detained,no,pending,,Pending,5/20/2013,,,1899,
6227035,4833445,Washington Post,RMV,,,POO,ANC,never detained,Never Detained,Y,pending,,Pending,4/22/2009,,,1899,
7196567,6152572,Washington Post,RMV,,,ATL,ATL,never detained,Never Detained,Y,pending,,Pending,1/23/2013,,,1899,
7216590,6183134,Washington Post,RMV,,,ATL,ATL,never detained,Never Detained,Y,pending,,Pending,12/20/2012,,,1899,
7515731,6634497,Washington Post,RMV,,,ATL,ATL,never detained,Never Detained,Y,pending,,Pending,8/27/2014,,,1899,
7515744,6634515,Washington Post,RMV,,,ATL,ATL,never detained,Never Detained,Y,pending,,Pending,8/27/2014,,,1899,
5368585,5229208,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,7/8/2010,,,1899,
6900255,5715943,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,12/6/2011,,,1899,
6914947,5737447,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,12/15/2011,,,1899,
6992003,5849056,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/2/2012,,,1899,
6996354,5855422,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/9/2012,,,1899,
6996826,5856149,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/10/2012,,,1899,
7003944,5866642,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/22/2012,,,1899,
7003963,5866666,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/22/2012,,,1899,
7032751,5908084,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,7/9/2012,,,1899,
7037860,5915570,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,7/12/2012,,,1899,
7048383,5930255,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,7/30/2012,,,1899,
7048756,5930717,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/1/2012,,,1899,
7064798,5954511,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/17/2012,,,1899,
7070877,5962997,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/23/2012,,,1899,
7076886,5971762,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,10/12/2012,,,1899,
7151808,6084577,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,1/16/2013,,,1899,
7208554,6170991,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,4/26/2013,,,1899,
7209612,6172408,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,4/24/2013,,,1899,
7211039,6174677,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/7/2013,,,1899,
7211059,6174703,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/7/2013,,,1899,
7211240,6174965,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/7/2013,,,1899,
7212830,6177358,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/9/2013,,,1899,
7235215,6212310,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,6/24/2013,,,1899,
7239948,6219346,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,7/9/2013,,,1899,
6344569,6256501,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/19/2013,,,1899,
7274326,6271038,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/6/2013,,,1899,
7297671,6305941,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/20/2013,,,1899,
7302785,6314527,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,9/17/2013,,,1899,
7324690,6349714,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,11/13/2013,,,1899,
7330989,6358405,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,12/4/2013,,,1899,
7335375,6364877,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,12/17/2013,,,1899,
7336701,6366832,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,12/18/2013,,,1899,
7337080,6367441,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,12/20/2013,,,1899,
7371433,6420731,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,2/6/2014,,,1899,
7391779,6451843,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,3/11/2014,,,1899,
7409485,6478433,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,4/15/2014,,,1899,
7417550,6490389,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/6/2014,,,1899,
7417572,6490432,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,5/6/2014,,,1899,
7421573,6497143,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,4/7/2014,,,1899,
7421798,6497560,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,4/7/2014,,,1899,
6697946,6515792,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,6/13/2014,,,1899,
7154795,6530303,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,6/24/2014,,,1899,
7442959,6531286,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,6/20/2014,,,1899,
7443097,6531464,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,6/10/2014,,,1899,
7494101,6605678,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/11/2014,,,1899,
7494162,6605755,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,8/11/2014,,,1899,
6850430,6673067,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,10/8/2014,,,1899,
6885752,6690486,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,10/24/2014,,,1899,
7310974,6762441,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,1/13/2015,,,1899,
3782608,6829327,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,3/26/2015,,,1899,
7651446,6832078,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,3/3/2015,,,1899,
6997745,6849830,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,4/16/2015,,,1899,
7090449,6903162,Washington Post,RMV,,,BOS,BOS,never detained,Never Detained,Y,pending,,Pending,6/15/2015,,,1899,
7083182,5980890,Washington Post,RMV,,,BUF,BUF,never detained,Never Detained,Y,pending,,Pending,8/23/2012,,,1899,
6412566,5065654,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,1/14/2010,,,1899,
6412574,5065664,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,1/14/2010,,,1899,
6412577,5065667,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,1/14/2010,,,1899,
6612109,5319735,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,9/29/2010,,,1899,
6654759,5377577,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,12/17/2010,,,1899,
6847009,5639591,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,9/14/2011,,,1899,
6961943,5805196,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,3/17/2012,,,1899,
6961944,5805197,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,3/17/2012,,,1899,
7428541,6509143,Washington Post,RMV,,,ELP,ELP,never detained,Never Detained,Y,pending,,Pending,3/20/2014,,,1899,
6413244,6856475,Washington Post,RMV,,,ELP,EPJ,never detained,Never Detained,Y,pending,,Pending,4/23/2015,,,1899,
6374684,5017260,Washington Post,RMV,,,HOU,HOU,never detained,Never Detained,Y,pending,,Pending,11/16/2009,,,1899,
6139113,4721392,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,Y,pending,,Pending,1/5/2009,,,1899,
6485947,5159479,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,Y,pending,,Pending,4/26/2010,,,1899,
6301819,5362507,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,Y,pending,,Pending,12/1/2010,,,1899,
6148399,5438927,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,Y,pending,,Pending,2/28/2011,,,1899,
6785677,5555705,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,Y,pending,,Pending,6/20/2011,,,1899,
6857518,5819366,Washington Post,RMV,,,IMP,IMP,never detained,Never Detained,Y,pending,,Pending,4/2/2012,,,1899,
5824889,4325940,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,8/27/2007,,,1899,
6110705,4685804,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,11/13/2008,,,1899,
6134605,4715961,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,11/28/2008,,,1899,
6631325,5345970,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,11/8/2010,,,1899,
6771791,5536785,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,3/23/2011,,,1899,
6985105,5838844,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,4/25/2012,,,1899,
7039566,5917894,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,7/12/2012,,,1899,
7249189,6233120,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,6/28/2013,,,1899,
7395333,6457566,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,12/19/2013,,,1899,
7449589,6541571,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,7/3/2014,,,1899,
7449601,6541587,Washington Post,RMV,,,LOS,LOS,never detained,Never Detained,Y,pending,,Pending,7/3/2014,,,1899,
6941367,5775656,Washington Post,RMV,,,LVG,LVG,never detained,Never Detained,Y,pending,,Pending,2/14/2012,,,1899,
7021215,5891356,Washington Post,RMV,,,LVG,LVG,never detained,Never Detained,Y,pending,,Pending,6/19/2012,,,1899,
7010237,6755065,Washington Post,RMV,,,MIA,MIA,never detained,Never Detained,Y,pending,,Pending,1/5/2015,,,1899,
6862765,6865830,Washington Post,RMV,,,MIA,MIA,never detained,Never Detained,Y,pending,,Pending,5/5/2015,,,1899,
6519073,5201261,Washington Post,RMV,,,OMA,OMA,never detained,Never Detained,Y,pending,,Pending,6/22/2010,,,1899,
6825251,5609748,Washington Post,RMV,,,SEA,SEA,never detained,Never Detained,Y,pending,,Pending,7/14/2011,,,1899,
6662405,5387536,Washington Post,RMV,,,SFR,SFR,never detained,Never Detained,Y,pending,,Pending,12/29/2010,,,1899,
6916915,6176837,Washington Post,RMV,,,SFR,SFR,never detained,Never Detained,Y,pending,,Pending,5/21/2013,,,1899,
7473453,6574930,Washington Post,RMV,,,SFR,SFR,never detained,Never Detained,Y,pending,,Pending,6/18/2014,,,1899,
5984539,4526826,Washington Post,RMV,,,SNA,SNA,never detained,Never Detained,Y,pending,,Pending,5/21/2008,,,1899,
7301106,6330544,Washington Post,RMV,,,SND,SND,never detained,Never Detained,Y,pending,,Pending,11/15/2013,,,1899,
6008940,4557444,Washington Post,RMV,,,TUC,TUC,never detained,Never Detained,Y,pending,,Pending,6/26/2008,,,1899,
7160157,6097352,Washington Post,RMV,,,TUC,TUC,never detained,Never Detained,Y,pending,,Pending,2/22/2013,,,1899,
4225153,5347006,Washington Post,RMV,,,WAS,WAS,never detained,Never Detained,Y,pending,,Pending,11/10/2010,,,1899,
7699819,6904033,Washington Post,RMV,,,ADL,ADW,released,Detained,no,pending,,Pending,6/12/2015,,,1899,
7463513,6656300,Washington Post,RMV,,,ATL,ATL,released,Detained,no,pending,,Pending,9/24/2014,,,1899,
6716282,5461439,Washington Post,RMV,,,BLM,BLM,released,Detained,no,pending,,Pending,3/18/2011,,,1899,
6962207,5820663,Washington Post,RMV,,,BOS,BOS,released,Detained,no,pending,,Pending,4/3/2012,,,1899,
6636032,5418484,Washington Post,RMV,,,ELP,ELP,released,Detained,no,pending,,Pending,2/4/2011,,,1899,
6875236,5695777,Washington Post,RMV,,,ELP,ELP,released,Detained,no,pending,,Pending,11/14/2011,,,1899,
6773955,5702850,Washington Post,RMV,,,ELP,ELP,released,Detained,no,pending,,Pending,11/21/2011,,,1899,
7112993,6187071,Washington Post,RMV,,,ELP,ELP,released,Detained,no,pending,,Pending,6/3/2013,,,1899,
7309778,6333741,Washington Post,RMV,,,ELP,ELP,released,Detained,no,pending,,Pending,11/20/2013,,,1899,
7634093,6917124,Washington Post,RMV,,,HLG,HLG,released,Detained,no,pending,,Pending,6/29/2015,,,1899,
6656452,5393878,Washington Post,RMV,,,HOU,HOU,released,Detained,no,pending,,Pending,1/7/2011,,,1899,
7352267,6424466,Washington Post,RMV,,,HOU,HOU,released,Detained,no,pending,,Pending,2/27/2014,,,1899,
7491310,6712582,Washington Post,RMV,,,HOU,HOU,released,Detained,no,pending,,Pending,11/13/2014,,,1899,
7491230,6712590,Washington Post,RMV,,,HOU,HOU,released,Detained,no,pending,,Pending,11/13/2014,,,1899,
6490050,5183734,Washington Post,RMV,,,IMP,IMP,released,Detained,no,pending,,Pending,5/19/2010,,,1899,
6340087,5112980,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,3/9/2010,,,1899,
7196762,6161861,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,5/6/2013,,,1899,
6186494,6169368,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,5/14/2013,,,1899,
7238983,6241519,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,8/1/2013,,,1899,
7320237,6504176,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,6/5/2014,,,1899,
7437333,6566780,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,7/21/2014,,,1899,
7297356,6644837,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,9/15/2014,,,1899,
7364264,6676156,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,10/9/2014,,,1899,
7569687,6750059,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,12/23/2014,,,1899,
7589074,6751863,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,12/29/2014,,,1899,
7431317,6843069,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,4/9/2015,,,1899,
7631636,6904143,Washington Post,RMV,,,LOS,LOS,released,Detained,no,pending,,Pending,6/15/2015,,,1899,
6762637,5524047,Washington Post,RMV,,,NEW,NEW,released,Detained,no,pending,,Pending,5/18/2011,,,1899,
6435948,5616639,Washington Post,RMV,,,NEW,NEW,released,Detained,no,pending,,Pending,8/22/2011,,,1899,
6624739,5648938,Washington Post,RMV,,,NYC,NYC,released,Detained,no,pending,,Pending,9/23/2011,,,1899,
6932912,5991227,Washington Post,RMV,,,SFR,SFR,released,Detained,no,pending,,Pending,10/9/2012,,,1899,
7200982,6231279,Washington Post,RMV,,,SFR,SFR,released,Detained,no,pending,,Pending,7/23/2013,,,1899,
7373407,6434948,Washington Post,RMV,,,SFR,SFR,released,Detained,no,pending,,Pending,3/11/2014,,,1899,
7106153,6650672,Washington Post,RMV,,,SFR,SFR,released,Detained,no,pending,,Pending,9/18/2014,,,1899,
5808484,6828932,Washington Post,RMV,,,SFR,SFR,released,Detained,no,pending,,Pending,3/26/2015,,,1899,
6469283,5137997,Washington Post,RMV,,,SLC,SLC,released,Detained,no,pending,,Pending,3/31/2010,,,1899,
7346680,6603429,Washington Post,RMV,,,SND,SND,released,Detained,no,pending,,Pending,8/14/2014,,,1899,
7569725,6878919,Washington Post,RMV,,,SND,SND,released,Detained,no,pending,,Pending,5/18/2015,,,1899,
6378158,6082190,Washington Post,RMV,,,ATL,ATL,released,Detained,Y,pending,,Pending,2/5/2013,,,1899,
7298741,6456237,Washington Post,RMV,,,ATL,ATL,released,Detained,Y,pending,,Pending,4/1/2014,,,1899,
6709393,5556910,Washington Post,RMV,,,POO,BOI,released,Detained,Y,pending,,Pending,6/21/2011,,,1899,
6590104,5398044,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,1/12/2011,,,1899,
2819465,5431577,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,2/18/2011,,,1899,
6834380,5644023,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,9/20/2011,,,1899,
6892964,5710236,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,11/30/2011,,,1899,
6693997,6115510,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,3/15/2013,,,1899,
7160952,6132128,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,4/4/2013,,,1899,
7248279,6247023,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,8/8/2013,,,1899,
7268254,6318588,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,11/1/2013,,,1899,
7040922,6394419,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,1/27/2014,,,1899,
7662368,6909592,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,6/22/2015,,,1899,
6961005,6914934,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,6/26/2015,,,1899,
6001110,6947019,Washington Post,RMV,,,BOS,BOS,released,Detained,Y,pending,,Pending,7/31/2015,,,1899,
7178698,6158430,Washington Post,RMV,,,CHI,CHI,released,Detained,Y,pending,,Pending,5/2/2013,,,1899,
2098630,6284020,Washington Post,RMV,,,CHI,CHI,released,Detained,Y,pending,,Pending,9/18/2013,,,1899,
7261206,6520711,Washington Post,RMV,,,CHI,CHI,released,Detained,Y,pending,,Pending,6/17/2014,,,1899,
7403659,6805696,Washington Post,RMV,,,DAL,DAL,released,Detained,Y,pending,,Pending,3/3/2015,,,1899,
6850265,5649113,Washington Post,RMV,,,DEN,DEN,released,Detained,Y,pending,,Pending,9/23/2011,,,1899,
6950112,5797143,Washington Post,RMV,,,DEN,DEN,released,Detained,Y,pending,,Pending,3/8/2012,,,1899,
7181867,6154182,Washington Post,RMV,,,DEN,DEN,released,Detained,Y,pending,,Pending,4/29/2013,,,1899,
7137440,6106197,Washington Post,RMV,,,DET,DET,released,Detained,Y,pending,,Pending,3/5/2013,,,1899,
5978788,4557130,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,6/26/2008,,,1899,
6136693,4871717,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,6/11/2009,,,1899,
6227340,4881859,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,6/23/2009,,,1899,
6255041,4936063,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,8/19/2009,,,1899,
6496371,5213456,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,6/21/2010,,,1899,
2114781,5367842,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,12/7/2010,,,1899,
6765639,5629469,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,9/2/2011,,,1899,
6881654,5692893,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,11/9/2011,,,1899,
6916109,5739900,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,1/5/2012,,,1899,
6921187,5833993,Washington Post,RMV,,,ELP,ELP,released,Detained,Y,pending,,Pending,4/17/2012,,,1899,
